"","country","stateProvince","municipality","locality","loc","loc.correct","latitude","longitude","resolution.gazetteer","source"
"479","Brazil","São Paulo","Holambra","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_holambra_apa piracicaba juqueri mirim area ii","brazil_sao paulo_holambra_apa piracicaba juqueri mirim area ii",-22.6497287928025,-47.0286643433676,"locality","cnuc_ibge"
"1216","Brazil","São Paulo","Holambra","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_holambra_area protecao ambiental piracicaba juqueri mirim area ii","brazil_sao paulo_holambra_apa piracicaba juqueri mirim area ii",-22.6497287928025,-47.0286643433676,"locality","cnuc_ibge"
"251","Brazil","São Paulo","Holambra","RPPN ESTÂNCIA JATOBÁ","brazil_sao paulo_holambra_rppn estancia jatoba","brazil_sao paulo_holambra_rppn estancia jatoba",-22.6585343109555,-47.0356156453794,"locality","cnuc_ibge"
"988","Brazil","São Paulo","Holambra","RPPN ESTÂNCIA JATOBÁ","brazil_sao paulo_holambra_reserva particular patrimonio natural estancia jatoba","brazil_sao paulo_holambra_rppn estancia jatoba",-22.6585343109555,-47.0356156453794,"locality","cnuc_ibge"
"131","Brazil","São Paulo","Hortolândia","APA DO CAMPO GRANDE","brazil_sao paulo_hortolandia_apa campo grande","brazil_sao paulo_hortolandia_apa campo grande",-22.9078118126156,-47.2231755488101,"locality","cnuc_ibge"
"868","Brazil","São Paulo","Hortolândia","APA DO CAMPO GRANDE","brazil_sao paulo_hortolandia_area protecao ambiental campo grande","brazil_sao paulo_hortolandia_apa campo grande",-22.9078118126156,-47.2231755488101,"locality","cnuc_ibge"
"431","Brazil","São Paulo","Iacanga","APA IBITINGA","brazil_sao paulo_iacanga_apa ibitinga","brazil_sao paulo_iacanga_apa ibitinga",-21.8332027983029,-48.9616852703687,"locality","cnuc_ibge"
"1168","Brazil","São Paulo","Iacanga","APA IBITINGA","brazil_sao paulo_iacanga_area protecao ambiental ibitinga","brazil_sao paulo_iacanga_apa ibitinga",-21.8332027983029,-48.9616852703687,"locality","cnuc_ibge"
"515","Brazil","São Paulo","Iacanga","APA RIO BATALHA","brazil_sao paulo_iacanga_apa rio batalha","brazil_sao paulo_iacanga_apa rio batalha",-21.9992426864074,-49.1287130576424,"locality","cnuc_ibge"
"1252","Brazil","São Paulo","Iacanga","APA RIO BATALHA","brazil_sao paulo_iacanga_area protecao ambiental rio batalha","brazil_sao paulo_iacanga_apa rio batalha",-21.9992426864074,-49.1287130576424,"locality","cnuc_ibge"
"330","Brazil","São Paulo","Iaras","EEC DE SANTA BÁRBARA","brazil_sao paulo_iaras_eec santa barbara","brazil_sao paulo_iaras_eec santa barbara",-22.8198136787938,-49.1756093616733,"locality","cnuc_ibge"
"1067","Brazil","São Paulo","Iaras","EEC DE SANTA BÁRBARA","brazil_sao paulo_iaras_estacao ecologica santa barbara","brazil_sao paulo_iaras_eec santa barbara",-22.8198136787938,-49.1756093616733,"locality","cnuc_ibge"
"432","Brazil","São Paulo","Ibitinga","APA IBITINGA","brazil_sao paulo_ibitinga_apa ibitinga","brazil_sao paulo_ibitinga_apa ibitinga",-21.792803973039,-48.8479330011224,"locality","cnuc_ibge"
"1169","Brazil","São Paulo","Ibitinga","APA IBITINGA","brazil_sao paulo_ibitinga_area protecao ambiental ibitinga","brazil_sao paulo_ibitinga_apa ibitinga",-21.792803973039,-48.8479330011224,"locality","cnuc_ibge"
"442","Brazil","São Paulo","Ibiúna","APA ITUPARARANGA","brazil_sao paulo_ibiuna_apa itupararanga","brazil_sao paulo_ibiuna_apa itupararanga",-23.7182978517012,-47.2009025939765,"locality","cnuc_ibge"
"1179","Brazil","São Paulo","Ibiúna","APA ITUPARARANGA","brazil_sao paulo_ibiuna_area protecao ambiental itupararanga","brazil_sao paulo_ibiuna_apa itupararanga",-23.7182978517012,-47.2009025939765,"locality","cnuc_ibge"
"533","Brazil","São Paulo","Ibiúna","APA SERRA DO MAR","brazil_sao paulo_ibiuna_apa serra mar","brazil_sao paulo_ibiuna_apa serra mar",-24.0003079613206,-47.2849436597995,"locality","cnuc_ibge"
"1270","Brazil","São Paulo","Ibiúna","APA SERRA DO MAR","brazil_sao paulo_ibiuna_area protecao ambiental serra mar","brazil_sao paulo_ibiuna_apa serra mar",-24.0003079613206,-47.2849436597995,"locality","cnuc_ibge"
"74","Brazil","São Paulo","Ibiúna","PE DO JURUPARÁ","brazil_sao paulo_ibiuna_pe jurupara","brazil_sao paulo_ibiuna_pe jurupara",-23.9489224971199,-47.2960848755967,"locality","cnuc_ibge"
"811","Brazil","São Paulo","Ibiúna","PE DO JURUPARÁ","brazil_sao paulo_ibiuna_parque estadual jurupara","brazil_sao paulo_ibiuna_pe jurupara",-23.9489224971199,-47.2960848755967,"locality","cnuc_ibge"
"265","Brazil","São Paulo","Ibiúna","RPPN CRUZ PRETA","brazil_sao paulo_ibiuna_rppn cruz preta","brazil_sao paulo_ibiuna_rppn cruz preta",-23.8460897238529,-47.2446585169249,"locality","cnuc_ibge"
"1002","Brazil","São Paulo","Ibiúna","RPPN CRUZ PRETA","brazil_sao paulo_ibiuna_reserva particular patrimonio natural cruz preta","brazil_sao paulo_ibiuna_rppn cruz preta",-23.8460897238529,-47.2446585169249,"locality","cnuc_ibge"
"11","Brazil","São Paulo","Igaratá","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_igarata_apa bacia paraiba sul","brazil_sao paulo_igarata_apa bacia paraiba sul",-23.1842370821571,-46.1590168715121,"locality","cnuc_ibge"
"748","Brazil","São Paulo","Igaratá","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_igarata_area protecao ambiental bacia paraiba sul","brazil_sao paulo_igarata_apa bacia paraiba sul",-23.1842370821571,-46.1590168715121,"locality","cnuc_ibge"
"480","Brazil","São Paulo","Igaratá","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_igarata_apa piracicaba juqueri mirim area ii","brazil_sao paulo_igarata_apa piracicaba juqueri mirim area ii",-23.0713730270514,-46.1734220585213,"locality","cnuc_ibge"
"1217","Brazil","São Paulo","Igaratá","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_igarata_area protecao ambiental piracicaba juqueri mirim area ii","brazil_sao paulo_igarata_apa piracicaba juqueri mirim area ii",-23.0713730270514,-46.1734220585213,"locality","cnuc_ibge"
"562","Brazil","São Paulo","Igaratá","APA SISTEMA CANTAREIRA","brazil_sao paulo_igarata_apa sistema cantareira","brazil_sao paulo_igarata_apa sistema cantareira",-23.0713730224116,-46.1734220548269,"locality","cnuc_ibge"
"1299","Brazil","São Paulo","Igaratá","APA SISTEMA CANTAREIRA","brazil_sao paulo_igarata_area protecao ambiental sistema cantareira","brazil_sao paulo_igarata_apa sistema cantareira",-23.0713730224116,-46.1734220548269,"locality","cnuc_ibge"
"100","Brazil","São Paulo","Igaratá","PE DE ITABERABA","brazil_sao paulo_igarata_pe itaberaba","brazil_sao paulo_igarata_pe itaberaba",-23.1877814083457,-46.2515843244625,"locality","cnuc_ibge"
"837","Brazil","São Paulo","Igaratá","PE DE ITABERABA","brazil_sao paulo_igarata_parque estadual itaberaba","brazil_sao paulo_igarata_pe itaberaba",-23.1877814083457,-46.2515843244625,"locality","cnuc_ibge"
"257","Brazil","São Paulo","Igaratá","RPPN FAZENDA SAN MICHELE","brazil_sao paulo_igarata_rppn fazenda san michele","brazil_sao paulo_igarata_rppn fazenda san michele",-23.0867457751035,-46.1057308073481,"locality","cnuc_ibge"
"994","Brazil","São Paulo","Igaratá","RPPN FAZENDA SAN MICHELE","brazil_sao paulo_igarata_reserva particular patrimonio natural fazenda san michele","brazil_sao paulo_igarata_rppn fazenda san michele",-23.0867457751035,-46.1057308073481,"locality","cnuc_ibge"
"688","Brazil","São Paulo","Iguape","APA DE CANANÉIA-IGUAPÉ-PERUÍBE","brazil_sao paulo_iguape_apa cananeia iguape peruibe","brazil_sao paulo_iguape_apa cananeia iguape peruibe",-24.510945175188,-47.3776668522879,"locality","cnuc_ibge"
"1425","Brazil","São Paulo","Iguape","APA DE CANANÉIA-IGUAPÉ-PERUÍBE","brazil_sao paulo_iguape_area protecao ambiental cananeia iguape peruibe","brazil_sao paulo_iguape_apa cananeia iguape peruibe",-24.510945175188,-47.3776668522879,"locality","cnuc_ibge"
"438","Brazil","São Paulo","Iguape","APA ILHA COMPRIDA","brazil_sao paulo_iguape_apa ilha comprida","brazil_sao paulo_iguape_apa ilha comprida",-24.7331405043693,-47.5552261750018,"locality","cnuc_ibge"
"1175","Brazil","São Paulo","Iguape","APA ILHA COMPRIDA","brazil_sao paulo_iguape_area protecao ambiental ilha comprida","brazil_sao paulo_iguape_apa ilha comprida",-24.7331405043693,-47.5552261750018,"locality","cnuc_ibge"
"141","Brazil","São Paulo","Iguape","APA MARINHA DO LITORAL SUL","brazil_sao paulo_iguape_apa marinha litoral sul","brazil_sao paulo_iguape_apa marinha litoral sul",-24.5728322338682,-47.258143819043,"locality","cnuc_ibge"
"878","Brazil","São Paulo","Iguape","APA MARINHA DO LITORAL SUL","brazil_sao paulo_iguape_apa marinha litoral sul","brazil_sao paulo_iguape_apa marinha litoral sul",-24.5728322338682,-47.258143819043,"locality","cnuc_ibge"
"356","Brazil","São Paulo","Iguape","ARIE DO GUARÁ","brazil_sao paulo_iguape_arie guara","brazil_sao paulo_iguape_arie guara",-24.699933302495,-47.4757095452887,"locality","cnuc_ibge"
"1093","Brazil","São Paulo","Iguape","ARIE DO GUARÁ","brazil_sao paulo_iguape_arie guara","brazil_sao paulo_iguape_arie guara",-24.699933302495,-47.4757095452887,"locality","cnuc_ibge"
"343","Brazil","São Paulo","Iguape","ARIE ZVS DA APA DA ILHA COMPRIDA","brazil_sao paulo_iguape_arie zvs apa ilha comprida","brazil_sao paulo_iguape_arie zvs apa ilha comprida",-24.7751379177553,-47.6389297792411,"locality","cnuc_ibge"
"1080","Brazil","São Paulo","Iguape","ARIE ZVS DA APA DA ILHA COMPRIDA","brazil_sao paulo_iguape_arie zona vida silvestre apa ilha comprida","brazil_sao paulo_iguape_arie zvs apa ilha comprida",-24.7751379177553,-47.6389297792411,"locality","cnuc_ibge"
"285","Brazil","São Paulo","Iguape","EEC CHAÚAS","brazil_sao paulo_iguape_eec chauas","brazil_sao paulo_iguape_eec chauas",-24.7484340221842,-47.6734556043089,"locality","cnuc_ibge"
"1022","Brazil","São Paulo","Iguape","EEC CHAÚAS","brazil_sao paulo_iguape_estacao ecologica chauas","brazil_sao paulo_iguape_eec chauas",-24.7484340221842,-47.6734556043089,"locality","cnuc_ibge"
"347","Brazil","São Paulo","Iguape","EEC JURÉIA-ITATINS","brazil_sao paulo_iguape_eec jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.4725545093052,-47.3020196256129,"locality","cnuc_ibge"
"1084","Brazil","São Paulo","Iguape","EEC JURÉIA-ITATINS","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.4725545093052,-47.3020196256129,"locality","cnuc_ibge"
"677","Brazil","São Paulo","Iguape","PE DA CAMPINA DO ENCANTADO","brazil_sao paulo_iguape_pe campina encantado","brazil_sao paulo_iguape_pe campina encantado",-24.6468144140888,-47.7465156108936,"locality","cnuc_ibge"
"1414","Brazil","São Paulo","Iguape","PE DA CAMPINA DO ENCANTADO","brazil_sao paulo_iguape_parque estadual campina encantado","brazil_sao paulo_iguape_pe campina encantado",-24.6468144140888,-47.7465156108936,"locality","cnuc_ibge"
"360","Brazil","São Paulo","Iguape","PE DO ITINGUÇU","brazil_sao paulo_iguape_pe itingucu","brazil_sao paulo_iguape_pe itingucu",-24.4077909473942,-47.1292269452431,"locality","cnuc_ibge"
"1097","Brazil","São Paulo","Iguape","PE DO ITINGUÇU","brazil_sao paulo_iguape_parque estadual itingucu","brazil_sao paulo_iguape_pe itingucu",-24.4077909473942,-47.1292269452431,"locality","cnuc_ibge"
"362","Brazil","São Paulo","Iguape","PE DO PRELADO","brazil_sao paulo_iguape_pe prelado","brazil_sao paulo_iguape_pe prelado",-24.5802130364946,-47.2854097520242,"locality","cnuc_ibge"
"1099","Brazil","São Paulo","Iguape","PE DO PRELADO","brazil_sao paulo_iguape_parque estadual prelado","brazil_sao paulo_iguape_pe prelado",-24.5802130364946,-47.2854097520242,"locality","cnuc_ibge"
"630","Brazil","São Paulo","Iguape","RDS DA BARRA DO UNA","brazil_sao paulo_iguape_rds barra una","brazil_sao paulo_iguape_rds barra una",-24.4297627468074,-47.1200498566368,"locality","cnuc_ibge"
"1367","Brazil","São Paulo","Iguape","RDS DA BARRA DO UNA","brazil_sao paulo_iguape_rds barra una","brazil_sao paulo_iguape_rds barra una",-24.4297627468074,-47.1200498566368,"locality","cnuc_ibge"
"617","Brazil","São Paulo","Iguape","RDS DO DESPRAIADO","brazil_sao paulo_iguape_rds despraiado","brazil_sao paulo_iguape_rds despraiado",-24.3914876684968,-47.3637748633869,"locality","cnuc_ibge"
"1354","Brazil","São Paulo","Iguape","RDS DO DESPRAIADO","brazil_sao paulo_iguape_rds despraiado","brazil_sao paulo_iguape_rds despraiado",-24.3914876684968,-47.3637748633869,"locality","cnuc_ibge"
"197","Brazil","São Paulo","Iguape","RPPN FAZENDA MATA NATIVA","brazil_sao paulo_iguape_rppn fazenda mata nativa","brazil_sao paulo_iguape_rppn fazenda mata nativa",-24.6187450791597,-47.4608779246739,"locality","cnuc_ibge"
"934","Brazil","São Paulo","Iguape","RPPN FAZENDA MATA NATIVA","brazil_sao paulo_iguape_reserva particular patrimonio natural fazenda mata nativa","brazil_sao paulo_iguape_rppn fazenda mata nativa",-24.6187450791597,-47.4608779246739,"locality","cnuc_ibge"
"218","Brazil","São Paulo","Iguape","RPPN SERRA DO ITATINS","brazil_sao paulo_iguape_rppn serra itatins","brazil_sao paulo_iguape_rppn serra itatins",-24.4240861648718,-47.4428792284455,"locality","cnuc_ibge"
"955","Brazil","São Paulo","Iguape","RPPN SERRA DO ITATINS","brazil_sao paulo_iguape_reserva particular patrimonio natural serra itatins","brazil_sao paulo_iguape_rppn serra itatins",-24.4240861648718,-47.4428792284455,"locality","cnuc_ibge"
"689","Brazil","São Paulo","Ilha Comprida","APA DE CANANÉIA-IGUAPÉ-PERUÍBE","brazil_sao paulo_ilha comprida_apa cananeia iguape peruibe","brazil_sao paulo_ilha comprida_apa cananeia iguape peruibe",-24.8879940766797,-47.7642167851499,"locality","cnuc_ibge"
"1426","Brazil","São Paulo","Ilha Comprida","APA DE CANANÉIA-IGUAPÉ-PERUÍBE","brazil_sao paulo_ilha comprida_area protecao ambiental cananeia iguape peruibe","brazil_sao paulo_ilha comprida_apa cananeia iguape peruibe",-24.8879940766797,-47.7642167851499,"locality","cnuc_ibge"
"439","Brazil","São Paulo","Ilha Comprida","APA ILHA COMPRIDA","brazil_sao paulo_ilha comprida_apa ilha comprida","brazil_sao paulo_ilha comprida_apa ilha comprida",-24.8616872560691,-47.7197565959607,"locality","cnuc_ibge"
"1176","Brazil","São Paulo","Ilha Comprida","APA ILHA COMPRIDA","brazil_sao paulo_ilha comprida_area protecao ambiental ilha comprida","brazil_sao paulo_ilha comprida_apa ilha comprida",-24.8616872560691,-47.7197565959607,"locality","cnuc_ibge"
"142","Brazil","São Paulo","Ilha Comprida","APA MARINHA DO LITORAL SUL","brazil_sao paulo_ilha comprida_apa marinha litoral sul","brazil_sao paulo_ilha comprida_apa marinha litoral sul",-24.82477379795,-47.6493946309158,"locality","cnuc_ibge"
"879","Brazil","São Paulo","Ilha Comprida","APA MARINHA DO LITORAL SUL","brazil_sao paulo_ilha comprida_apa marinha litoral sul","brazil_sao paulo_ilha comprida_apa marinha litoral sul",-24.82477379795,-47.6493946309158,"locality","cnuc_ibge"
"357","Brazil","São Paulo","Ilha Comprida","ARIE DO GUARÁ","brazil_sao paulo_ilha comprida_arie guara","brazil_sao paulo_ilha comprida_arie guara",-24.6879505932749,-47.4460817712493,"locality","cnuc_ibge"
"1094","Brazil","São Paulo","Ilha Comprida","ARIE DO GUARÁ","brazil_sao paulo_ilha comprida_arie guara","brazil_sao paulo_ilha comprida_arie guara",-24.6879505932749,-47.4460817712493,"locality","cnuc_ibge"
"344","Brazil","São Paulo","Ilha Comprida","ARIE ZVS DA APA DA ILHA COMPRIDA","brazil_sao paulo_ilha comprida_arie zvs apa ilha comprida","brazil_sao paulo_ilha comprida_arie zvs apa ilha comprida",-24.890787246405,-47.764599641022,"locality","cnuc_ibge"
"1081","Brazil","São Paulo","Ilha Comprida","ARIE ZVS DA APA DA ILHA COMPRIDA","brazil_sao paulo_ilha comprida_arie zona vida silvestre apa ilha comprida","brazil_sao paulo_ilha comprida_arie zvs apa ilha comprida",-24.890787246405,-47.764599641022,"locality","cnuc_ibge"
"669","Brazil","São Paulo","Ilhabela","APA MARINHA DO LITORAL NORTE","brazil_sao paulo_ilhabela_apa marinha litoral norte","brazil_sao paulo_ilhabela_apa marinha litoral norte",-23.8019002310849,-45.131880117898,"locality","cnuc_ibge"
"1406","Brazil","São Paulo","Ilhabela","APA MARINHA DO LITORAL NORTE","brazil_sao paulo_ilhabela_area protecao ambiental marinha litoral norte","brazil_sao paulo_ilhabela_apa marinha litoral norte",-23.8019002310849,-45.131880117898,"locality","cnuc_ibge"
"627","Brazil","São Paulo","Ilhabela","PE DE ILHABELA","brazil_sao paulo_ilhabela_pe ilhabela","brazil_sao paulo_ilhabela_pe ilhabela",-23.8511589369483,-45.3198702106107,"locality","cnuc_ibge"
"1364","Brazil","São Paulo","Ilhabela","PE DE ILHABELA","brazil_sao paulo_ilhabela_parque estadual ilhabela","brazil_sao paulo_ilhabela_pe ilhabela",-23.8511589369483,-45.3198702106107,"locality","cnuc_ibge"
"367","Brazil","São Paulo","Indaiatuba","APA CABREUVA","brazil_sao paulo_indaiatuba_apa cabreuva","brazil_sao paulo_indaiatuba_apa cabreuva",-23.1822962422934,-47.1701731225809,"locality","cnuc_ibge"
"1104","Brazil","São Paulo","Indaiatuba","APA CABREUVA","brazil_sao paulo_indaiatuba_area protecao ambiental cabreuva","brazil_sao paulo_indaiatuba_apa cabreuva",-23.1822962422934,-47.1701731225809,"locality","cnuc_ibge"
"168","Brazil","São Paulo","Indaiatuba","AREA DE PROTEÇÃO AMBIENTAL - PEDREGULHO","brazil_sao paulo_indaiatuba_area protecao ambiental","brazil_sao paulo_indaiatuba_area protecao ambiental",-23.2046535617544,-47.1491980465586,"locality","cnuc_ibge"
"905","Brazil","São Paulo","Indaiatuba","AREA DE PROTEÇÃO AMBIENTAL - PEDREGULHO","brazil_sao paulo_indaiatuba_area protecao ambiental","brazil_sao paulo_indaiatuba_area protecao ambiental",-23.2046535617544,-47.1491980465586,"locality","cnuc_ibge"
"208","Brazil","São Paulo","Indaiatuba","RPPN SÍTIO DAS PEDRAS","brazil_sao paulo_indaiatuba_rppn sitio pedras","brazil_sao paulo_indaiatuba_rppn sitio pedras",-23.1543127276648,-47.1340944233121,"locality","cnuc_ibge"
"945","Brazil","São Paulo","Indaiatuba","RPPN SÍTIO DAS PEDRAS","brazil_sao paulo_indaiatuba_reserva particular patrimonio natural sitio pedras","brazil_sao paulo_indaiatuba_rppn sitio pedras",-23.1543127276648,-47.1340944233121,"locality","cnuc_ibge"
"413","Brazil","São Paulo","Ipaussu","APA CUESTA PARAPANEMA","brazil_sao paulo_ipaussu_apa cuesta parapanema","brazil_sao paulo_ipaussu_apa cuesta parapanema",-23.1335344526929,-49.605503115204,"locality","cnuc_ibge"
"1150","Brazil","São Paulo","Ipaussu","APA CUESTA PARAPANEMA","brazil_sao paulo_ipaussu_area protecao ambiental cuesta parapanema","brazil_sao paulo_ipaussu_apa cuesta parapanema",-23.1335344526929,-49.605503115204,"locality","cnuc_ibge"
"707","Brazil","São Paulo","Iperó","FLONA DE IPANEMA","brazil_sao paulo_ipero_flona ipanema","brazil_sao paulo_ipero_flona ipanema",-23.4286334590919,-47.6204889550046,"locality","cnuc_ibge"
"1444","Brazil","São Paulo","Iperó","FLONA DE IPANEMA","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.4286334590919,-47.6204889550046,"locality","cnuc_ibge"
