"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","identifiedBy","coordinatePrecision","recordNumber","barcode","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentocean","class","order","individualcount","fieldNumber","infraspecificEpithet","preparationtype","minimumDepthInMeters","maximumDepthInMeters","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"user","RB","RB01473156","Elaphoglossum burchellii (Baker) C.Chr.","Plantae","Dryopteridaceae","Elaphoglossum","2021","12","14","Brasil","São Paulo",,"Em barranco lateral (de rocha e barro) da trilha para a Cachoeira Santo Izidro. Parque Nacional da Serra da Bocaina","JBRJ",,"Preserved Specimen","22º44´53´´","44º36´58´´W",,"burchellii","V. Lino; C. Mynssen","-44.6161111","-22.7480555",,"(Baker) C.Chr.","Alejandra Vasco",,"381",,,,,,,,,,,,,,,,,,,"São José do Barreiro","2024-10-30",,,"BR",,,"2021-12-14",,,,,,,"sp.","Physical Object",,,,"RB",,"Lino, V.","381","2021","Vasco, A.","2024","Mynssen, C.","Lino",,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality",,,,,"urn:catalog:JBRJ:RB:1473156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/47/31/56/01473156.jpg",,,,,,,,,,,,,,,,,"2024-11-06 18:34:07+00","Samambaias e Licófitas","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Elaphoglossum burchellii","(Baker) C.Chr.","name_w_authors","Dryopteridaceae","Elaphoglossum burchellii","(Baker) C.Chr.","species","name accepted","bfo-91015",,,"Elaphoglossum burchellii (Baker) C.Chr.","Elaphoglossum","Dryopteridaceae","low","Elaphoglossum burchellii"
"user","RB","RB00673647","Elaphoglossum edwallii Rosenst.","Plantae","Dryopteridaceae","Elaphoglossum","2011","10","6","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, estrada para pousada dos Veados.","JBRJ",,"Preserved Specimen","22º45´9´´","44º37´23´´W",,"edwallii","C.Mynssen; J.F. Baumgratz, F. Pinheiro, T.E.C. Meneguzzo & R. Ribeiro","-44.6230556","-22.7525",,"Rosenst.","C.MYNSSEN",,"1291",,,,,"1448",,,,,,,,,,,,,,"São José do Barreiro","2017-7",,,"BR",,,"2011-10-06",,,,,,,"sp.","Physical Object",,,,"RB",,"Mynssen, C.","1291","2011","C.mynssen","2017","Baumgratz, J.F.; Pinheiro, F.; Meneguzzo, T.E.C.; Ribeiro, R.","Mynssen",,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina, estrada para pousada dos veados",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county",,,,,"urn:catalog:JBRJ:RB:673647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/67/36/47/00673647.jpg",,,,,,,,,,,,,,,,,"2017-10-17 17:21:24+00","Samambaias e Licófitas","brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Elaphoglossum edwallii","Rosenst.","name_w_authors","Dryopteridaceae","Elaphoglossum edwallii","Rosenst.","species","name accepted","bfo-91025",,,"Elaphoglossum edwallii Rosenst.","Elaphoglossum","Dryopteridaceae","low","Elaphoglossum edwallii"
"gbif","UPCB","61282","Elaphoglossum glaziovii (Fée) Brade","Plantae","Dryopteridaceae","Elaphoglossum","2008","1","6","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Cachoeira São Izidro.","UFPR","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/45","glaziovii","Labiak, P.H. et al.","-44.616667","-22.741944","2025-01-01 12:02:17","(Fée) Brade","Matos, F.B. & Mickel, J.T.",,"4281",,,,,"1450",,,,"Polypodiopsida","Polypodiales",,,,,,,,"GBIF","São José do Barreiro","2014-01-01","Elaphoglossum glaziovii (Fée) Brade",,"BR",,,"2008-01-06",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality","1086666206",,,,"https://specieslink.net/guid/45/61282",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elaphoglossum",,,,,,"a51fa32f-831d-49d6-8b8a-c7b52ae65b3b",,,TRUE,FALSE,"Elaphoglossum glaziovii","Elaphoglossum glaziovii","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UPCB0024128","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Elaphoglossum glaziovii","(Fée) Brade","name_w_authors","Dryopteridaceae","Elaphoglossum glaziovii","(Fée) Brade","species","name accepted","bfo-127735",,,"Elaphoglossum glaziovii (Fée) Brade","Elaphoglossum","Dryopteridaceae","unknown","Elaphoglossum glaziovii"
"gbif","MBM","339487","Elaphoglossum ernestii Brade","Plantae","Dryopteridaceae","Elaphoglossum","2008","1","6","Brazil","São Paulo",,"Parque nacional da Serra da Bocaina, Cachoeira São Izidoro.","MBM","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/40","ernestii","Labiak, P; et al.",,,"2025-01-01 00:01:03","Brade","Labiak, P",,"4282",,,,,"1450",,,,"Polypodiopsida","Polypodiales",,,,,,,,"GBIF","São José do Barreiro","2008-01-01","Elaphoglossum ernestii Brade",,"BR",,,"2008-01-06",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality","1095619057",,,,"https://specieslink.net/guid/40/339487",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elaphoglossum",,,,,,"3b8e9d83-b2d4-4a97-973c-31d98b67b1e9",,,FALSE,FALSE,"Elaphoglossum ernestii","Elaphoglossum ernestii","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/MBM339487","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Elaphoglossum huacsaro","(Ruiz) Christ","name_w_authors","Dryopteridaceae","Elaphoglossum huacsaro","(Ruiz) Christ","species","replaced synonym","bfo-604487","Elaphoglossum huacsaro","(Ruiz) Christ","Elaphoglossum huacsaro (Ruiz) Christ","Elaphoglossum","Dryopteridaceae","unknown","Elaphoglossum huacsaro"
"gbif","NY","NY01017127","Elaphoglossum langsdorffii (Hook. & Grev.) T.Moore","Plantae","Dryopteridaceae","Elaphoglossum","2008","1","6","Brazil","São Paulo",,"Parque Nacional da Serra da Bocaina, Cachoeira São Izidro.","NY","Tracheophyta","PRESERVED_SPECIMEN",,,,"langsdorffii","P. H. Labiak E.","-44.62","-22.741944",,"(Hook. & Grev.) T.Moore","F. B. Matos",,"4280",,,,,,,,,"Polypodiopsida","Polypodiales",,,,,,,,"GBIF",,"2013-01-01","Elaphoglossum langsdorffii (Hook. & Grev.) T.Moore","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=2318854","BR",,,"2008-01-06",,,,,,"ACCEPTED","SPECIES",,,"2008-01-06",,,,,,,,,,,,"brazil","sao paulo","parque nacional da serra da bocaina","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_parque nacional serra bocaina","brazil_sao paulo",-22.2584562,-48.7420254,"state","2997362473",,,,"2318854",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elaphoglossum",,,,,,"a185d0c4-1a12-45c1-a729-2a7b058b528d",,,TRUE,FALSE,"Elaphoglossum langsdorffii","Elaphoglossum langsdorffii (Hook. & Grev.) T.Moore","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/1/1/71/27/ny_01017127.dzi",,,,,,,,,,,,,,,,,,,"brazil_sao paulo","Brazil","São Paulo",,,"check_local.2state","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","name_w_authors","Dryopteridaceae","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","species","name accepted","bfo-91043",,,"Elaphoglossum langsdorffii (Hook. & Grev.) T.Moore","Elaphoglossum","Dryopteridaceae","unknown","Elaphoglossum langsdorffii"
"gbif","UPCB","61281","Elaphoglossum plumosum (Fée) T.Moore","Plantae","Dryopteridaceae","Elaphoglossum","2008","1","6","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Cachoeira São Izidro.","UFPR","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/45","plumosum","Labiak, P.H.","-44.616667","-22.741944","2025-01-01 12:02:17","(Fée) T.Moore","Labiak, P.H.",,"4280",,,,,"1450",,,,"Polypodiopsida","Polypodiales",,,,,,,,"GBIF","São José do Barreiro","2008-01-01","Elaphoglossum plumosum (Fée) T.Moore",,"BR",,,"2008-01-06",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality","1086666185",,,,"https://specieslink.net/guid/45/61281",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elaphoglossum",,,,,,"a51fa32f-831d-49d6-8b8a-c7b52ae65b3b",,,TRUE,FALSE,"Elaphoglossum plumosum","Elaphoglossum plumosum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UPCB0004322","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Elaphoglossum plumosum","(Fée) T.Moore","name_w_authors","Dryopteridaceae","Elaphoglossum plumosum","(Fée) T.Moore","species","name accepted","bfo-91062",,,"Elaphoglossum plumosum (Fée) T.Moore","Elaphoglossum","Dryopteridaceae","unknown","Elaphoglossum plumosum"
"gbif","NY","02724099","Elaphoglossum strictum (Raddi) T.Moore","Plantae","Dryopteridaceae","Elaphoglossum","2011","10","6","Brazil","São Paulo","São José do Barreiro Mun.","Parque Nacional da Serra da Bocaina, estrada para pousada dos Veados.","NY","Tracheophyta","PRESERVED_SPECIMEN",,,"http://biocol.org/urn:lsid:biocol.org:col:15556","strictum","C. Mynssen","-44.623056","-22.7525",,"(Raddi) T.Moore",,,"1291",,,,,,,,,"Polypodiopsida","Polypodiales",,,,,,,,"GBIF","São José do Barreiro Mun.",,"Elaphoglossum curvans (Kunze) A.Rojas",,"BR",,"Vascular plants","2011-10-06",,,,,,"SYNONYM","SPECIES","PhysicalObject",,"6 Oct 2011",,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina, estrada para pousada dos veados",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","1930822508","http://biocol.org/urn:lsid:biocol.org:col:15556",,,"d8187b3a-4a47-46dd-b492-890f4034466a",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elaphoglossum",,,,,,"d415c253-4d61-4459-9d25-4015b9084fb0",,"StillImage",TRUE,FALSE,"Elaphoglossum curvans","Elaphoglossum strictum (Raddi) T.Moore","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","NE",,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Elaphoglossum strictum","(Raddi) T.Moore","name_w_authors","Dryopteridaceae","Elaphoglossum strictum","(Raddi) T.Moore","species","name accepted","bfo-91078",,,"Elaphoglossum strictum (Raddi) T.Moore","Elaphoglossum","Dryopteridaceae","unknown","Elaphoglossum strictum"
"gbif","SPF","95896","Eleocharis maculosa (Vahl) Roem. & Schult.","Plantae","Cyperaceae","Eleocharis","1994","7","17","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Posses.","USP-IB","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/7","maculosa","Catharino, ELM",,,"2023-12-20 15:58:08","(Vahl) Roem. & Schult.","Faria, AD",,"1931",,,,,,,,,"Liliopsida","Poales",,,,,,,,"GBIF","São José do Barreiro","1998-01-01","Eleocharis maculosa (Vahl) Roem. & Schult.",,"BR",,,"1994-07-17",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality","1264690056",,,,"https://specieslink.net/guid/7/95896",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eleocharis",,,,,,"1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3",,,FALSE,FALSE,"Eleocharis maculosa","Eleocharis maculosa","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SPF00095896","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Eleocharis maculosa","(Vahl) Roem. & Schult.","name_w_authors","Cyperaceae","Eleocharis maculosa","(Vahl) Roem. & Schult.","species","name accepted","bfo-17193",,,"Eleocharis maculosa (Vahl) Roem. & Schult.","Eleocharis","Cyperaceae","unknown","Eleocharis maculosa"
"user","RB","RB00673648","Endlicheria","Plantae","Lauraceae","Endlicheria","2011","10","6","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, estrada para pousada dos Veados.","JBRJ",,"Preserved Specimen","22º45´9´´","44º37´23´´W",,"Endlicheria","C.Mynssen; J.F. Baumgratz, F. Pinheiro, T.E.C. Meneguzzo & R. Ribeiro","-44.6230556","-22.7525",,,"HENRIQUE LAUAND RIBEIRO",,"1292",,,,,"1448",,,,,,,,,,,,,,"São José do Barreiro","2016-11-2",,,"BR",,,"2011-10-06",,,,,,,"gen.","Physical Object",,,,"RB",,"Mynssen, C.","1292","2011","Henrique, L.R.","2016","Baumgratz, J.F.; Pinheiro, F.; Meneguzzo, T.E.C.; Ribeiro, R.","Mynssen",,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina, estrada para pousada dos veados",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county",,,,,"urn:catalog:JBRJ:RB:673648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/67/36/48/00673648.jpg",,,,,,,,,,,,,,,,,"2017-10-17 17:57:42+00","Angiospermas","brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Endlicheria","Nees","indet","Lauraceae","Endlicheria","Nees","genus","name accepted","bfo-8415",,,"Endlicheria Nees","Endlicheria","Lauraceae","low",
"user","HUEFS","HUEFS00242113","Epidendrum secundum Jacq.",,"Orchidaceae","Epidendrum","2011","10","--","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina.","HUEFS",,,"22º 37' 0"""" S","44º 37' 0"""" W",,,"Meneguzzo, T.E.C.","-44.6166666666667","-22.6166666666667",,"Jacq.","Sem determinador",,,,,,,,,,,,,,,,,,,"não","REFLORA","São José do Barreiro",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"secundum","ORCHIDACEAE Epidendrum secundum Jacq.",,,,,,,,,"HUEFS",,,,,"--/10/2011",,,"METRO",,,,,,,,"brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Epidendrum secundum","Jacq.","name_w_authors","Orchidaceae","Epidendrum secundum","Jacq.","species","name accepted","bfo-11573",,,"Epidendrum secundum Jacq.","Epidendrum","Orchidaceae","high","Epidendrum secundum"
"user","RB","RB00673599","Ericaceae","Plantae","Ericaceae",,"2012","10","3","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, estrada principal de acesso.","JBRJ",,"Preserved Specimen","22º47´16´´","44º36´27´´W",,"ERICACEAE","C.Mynssen; J.F. Baumgratz, F. Pinheiro, T.E.C. Meneguzzo & R. Ribeiro","-44.6075","-22.7877777",,,,,"1251",,,,,"698",,,,,,,,,,,,,,"São José do Barreiro",,,,"BR",,,"2012-10-03",,,,,,,"fam.","Physical Object",,,,"RB",,"Mynssen, C.","1251","2012","s.n.","n.d.","Baumgratz, J.F.; Pinheiro, F.; Meneguzzo, T.E.C.; Ribeiro, R.","Mynssen",,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina, estrada principal de acesso",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county",,,,,"urn:catalog:JBRJ:RB:673599",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/67/35/99/00673599.jpg",,,,,,,,,,,,,,,,,"2017-10-17 13:44:56+00","Angiospermas","brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Ericaceae","Juss.","family_as_genus","Ericaceae","Ericaceae","Juss.","family","name accepted","bfo-109",,,"Ericaceae Juss.",,"Ericaceae","unknown",
"user","RB","RB00079705","Erythroxylum gonoclados (Mart.) O.E.Schulz","Plantae","Erythroxylaceae","Erythroxylum","1981","11","24","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Margens do Rio Bonito. Parque Nacional da Serra da Bocaina","JBRJ",,"Preserved Specimen",,,,"gonoclados","G. Martinelli; M.C.Marques & Zélia",,,,"(Mart.) O.E.Schulz","A. Amaral Jr & Joalice de Oliveira Mendonça",,"7775",,,,,"1000","1100",,,,,,,,,,,,,"Bananal","1997-7-29",,,"BR",,,"1981-11-24","Mata ciliar",,,,,,"sp.","Physical Object",,,,"RB",,"Martinelli, G.","7775","1981","Jr, A.A.","1997","Marques, M.C.; Zelia","Martinelli","Mendonca, J.O.","brazil","sao paulo","bananal","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_bananal","brazil_sao paulo_bananal",-22.73353405,-44.33438939,"county",,,,,"urn:catalog:JBRJ:RB:79705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/7/97/5/00079705.jpg",,,,,,,,,,,,,,,,,"2017-10-15 08:50:40+00","Angiospermas","brazil_sao paulo_bananal","Brazil","São Paulo","Bananal",,"check_local.2municip.","Erythroxylum gonocladum","(Mart.) O.E.Schulz","name_w_authors","Erythroxylaceae","Erythroxylum gonocladum","(Mart.) O.E.Schulz","species","replaced orth. variant","bfo-7704","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Erythroxylum gonocladum (Mart.) O.E.Schulz","Erythroxylum","Erythroxylaceae","low","Erythroxylum gonocladum"
"user","RB","RB00673639","Esterhazya macrodonta (Cham.) Benth.","Plantae","Orobanchaceae","Esterhazya","2011","10","5","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, picada para o Morro do Tira Chapéu, campo de altitude.","JBRJ",,"Preserved Specimen","22º45´52´´","44º39´32´´W",,"macrodonta","C.Mynssen; J.F. Baumgratz, F. Pinheiro, T.E.C. Meneguzzo & R. Ribeiro","-44.6588889","-22.7644444",,"(Cham.) Benth.","V.C. Souza",,"1285",,,,,"1937",,,,,,,,,,,,,,"São José do Barreiro","2023-6-28",,,"BR",,,"2011-10-05",,,,,,,"sp.","Physical Object",,,,"RB",,"Mynssen, C.","1285","2011","Souza, V.C.","2023","Baumgratz, J.F.; Pinheiro, F.; Meneguzzo, T.E.C.; Ribeiro, R.","Mynssen",,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality",,,,,"urn:catalog:JBRJ:RB:673639",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/67/36/39/00673639.jpg",,,,,,,,,,,,,,,,,"2023-07-13 09:47:44+00","Angiospermas","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Esterhazya macrodonta","(Cham.) Benth.","name_w_authors","Orobanchaceae","Esterhazya macrodonta","(Cham.) Benth.","species","name accepted","bfo-12427",,,"Esterhazya macrodonta (Cham.) Benth.","Esterhazya","Orobanchaceae","medium","Esterhazya macrodonta"
"user","RB","RB01399304","Euphorbia chrysophylla (Klotzsch & Garcke) Boiss.","Plantae","Euphorbiaceae","Euphorbia","2018","4","30","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina","JBRJ",,"Preserved Specimen","22º44´2´´","44º37´0´´W",,"chrysophylla","F.Gonzatti; D.Peralta e O.Britto","-44.6166667","-22.7338889",,"(Klotzsch & Garcke) Boiss.","J.Külkamp",,"4390",,,,,,,,,,,,,,,,,,,"São José do Barreiro","2018-6-20",,,"BR",,,"2018-04-30","Vale úmido. Formação campestre. Borda de mata",,,,,,"sp.","Physical Object",,,,"RB",,"Gonzatti, F.","4390","2018","Kulkamp, J.","2018","Peralta, D.; Britto, O.","Gonzatti",,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality",,,,,"urn:catalog:JBRJ:RB:1399304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/39/93/4/01399304.jpg",,,,,,,,,,,,,,,,,"2018-10-02 13:34:13+00","Angiospermas","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Euphorbia chrysophylla","(Klotzsch & Garcke) Boiss.","name_w_authors","Euphorbiaceae","Euphorbia chrysophylla","(Klotzsch & Garcke) Boiss.","species","name accepted","bfo-29265",,,"Euphorbia chrysophylla (Klotzsch & Garcke) Boiss.","Euphorbia","Euphorbiaceae","low","Euphorbia chrysophylla"
