"","data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","coordinatePrecision","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","collectionID","specificepithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","occurrenceRemarks","continentocean","phylum","class","order","recordNumber","locality","verbatimLatitude","verbatimLongitude","minimumelevationinmeters","maximumelevationinmeters","previouscatalognumber","individualcount","fieldnumber","infraspecificepithet","relationshiptype","relatedcatalogitem","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","X","gbifID","accessRights","language","license","publisher","references","rightsHolder","institutionID","ownerInstitutionCode","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","recordedByID","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","caste","behavior","vitality","establishmentMeans","degreeOfEstablishment","pathway","georeferenceVerificationStatus","occurrenceStatus","preparations","disposition","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","materialEntityID","materialEntityRemarks","verbatimLabel","materialSampleID","eventID","parentEventID","eventType","fieldNumber","eventTime","startDayOfYear","endDayOfYear","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","verticalDatum","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","verbatimIdentification","identificationQualifier","identifiedByID","identificationReferences","identificationVerificationStatus","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","verbatimTaxonRank","vernacularName","nomenclaturalCode","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceFromCentroidInMeters","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","species","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","repatriated","relativeOrganismQuantity","projectId","isSequenced","gbifRegion","publishedByGbifRegion","level0Gid","level0Name","level1Gid","level1Name","level2Gid","level2Name","level3Gid","level3Name","iucnRedListCategory","associatedMedia","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","scientificNameAuthorship.y","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","loc.correct.mun.1","NAME_0.1","NAME_1.1","NAME_2.1","NAME_3.1","source.1","loc.correct.mun.2","NAME_0.2","NAME_1.2","NAME_2.2","NAME_3.2","source.2","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"Banisteriopsis variabilis","speciesLink","SPSF00056729","SPSF","56729","Banisteriopsis variabilis","Plantae","Malpighiaceae","Banisteriopsis","2014","04","14","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen",,,,,"13","variabilis","N.A.L.Pilon & G.Durigan","-49.2375","-22.816667","2024-08-06T09:15:12","B.Gates","<nO>COLETA: Arbusto escandente de 2 m de altura. Flores róseas.; GEOGRAFIA: Campo Cerrado.;</nO>","América do Sul","Magnoliophyta","Magnoliopsida","Malpighiales","55","Estação Ecológica de Santa Bárbara",,,"650","650",,,,,,,,"SPLINK","Águas de Santa Bárbara",,,,,,,,,,,,,,,,,,,"SPSF",,"Pilon, N.A.L.","55","2014","s.n.","n.d.","Durigan, G.","Pilon",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Banisteriopsis variabilis","B.Gates","possibly_ok","Malpighiaceae","Banisteriopsis variabilis","B.Gates","species","name accepted","bfo-30430",,,"Banisteriopsis variabilis B.Gates","Banisteriopsis","Malpighiaceae","unknown","Banisteriopsis variabilis"
"Barrosoa betonicaeformis","user",,"RB","RB01222993","Barrosoa betonicaeformis (DC.) R.M.King & H.Rob.","Plantae","Asteraceae","Barrosoa","2014","10","1","Brasil","São Paulo",,,"JBRJ","Preserved Specimen","G. Durigan",,,,,,"G.B. Assis; N.A.L. Pilon, G. Durigan","-49.2369444","-22.7916666",,"(DC.) R.M.King & H.Rob.","Erva, 50 cm de altura, capítulos rosa.",,,,,"94","campo úmido. Estação Ecológica de Santa Bárbara","22º47´30´´","49º14´13´´W",,,,,,,,,,,"Águas de Santa Bárbara","2014-10",,,"BR",,,"2014-10-01",,,,,,,"sp.","Physical Object",,,,"RB",,"Assis, G.B.","94","2014","Durigan, G.","2014","Pilon, N.A.L.; Durigan, G.","Assis",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,"RB",,,,,,"urn:catalog:JBRJ:RB:1222993",,,,,,,,,,,,,,,,,,,,,,"RB 675046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"betonicaeformis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/22/29/93/01222993.jpg",,,,,,,,,,,,,,,,,,,,,,"2017-02-12 15:06:29+00","Angiospermas","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","check_local.2municip.","Barrosoa betonicaeformis","(DC.) R.M.King & H.Rob.","name_w_authors","Asteraceae","Barrosoa betonicaeformis","(DC.) R.M.King & H.Rob.","species","name accepted","bfo-26879",,,"Barrosoa betonicaeformis (DC.) R.M.King & H.Rob.","Barrosoa","Asteraceae","medium","Barrosoa betonicaeformis"
"Bernardia spartioides","speciesLink","SPSF00057625","SPSF","57625","Bernardia spartioides","Plantae","Euphorbiaceae","Bernardia","2017","10","02","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen","N.Pilon","2017","10","02","13","spartioides","G.Durigan & B.H.Campos & N.Pilon","-49.239167","-22.785","2024-08-06T09:15:06","(Baill.) Müll.Arg.","<nO>COLETA: Erva áfila. Pubescente.; GEOGRAFIA: Campo Cerrado após passagem do fogo. Guarantã.;</nO>","América do Sul","Magnoliophyta","Magnoliopsida","Malpighiales","4252","Estação Ecológica de Santa Bárbara",,,"650","650",,,,,,,,"SPLINK","Águas de Santa Bárbara","2017-10-02",,,,,,,,,,,,,,,,,,"SPSF",,"Durigan, G.","4252","2017","Pilon, N.","2017","Campos, B.H.; Pilon, N.","Durigan",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Bernardia spartioides","(Baill.) Müll.Arg.","possibly_ok","Euphorbiaceae","Bernardia spartioides","(Baill.) Müll.Arg.","species","name accepted","bfo-29152",,,"Bernardia spartioides (Baill.) Müll.Arg.","Bernardia","Euphorbiaceae","low","Bernardia spartioides"
"Betencourtia martii","speciesLink","SPSF00043074","SPSF","43074","Betencourtia martii","Plantae","Fabaceae","Betencourtia","2008","09","23","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen","I.S. Marques","2023","07","31","13","martii","N.Guerin & G.Durigan & E.Furlan","-49.217778","-22.819444","2024-08-06T09:13:45","(DC.) L.P.Queiroz","<nO>COLETA: Subarbusto 15cm altura; flores roxas.; GEOGRAFIA: Cerrado típico;</nO>","América do Sul","Magnoliophyta","Magnoliopsida","Fabales","279","Estação Ecológica de Santa Bárbara",,,,,,,,,,,,"SPLINK","Águas de Santa Bárbara","2023-07-31",,,,,,,,,,,,,,,,,,"SPSF",,"Guerin, N.","279","2008","Marques, I.S.","2023","Durigan, G.; Furlan, E.","Guerin",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Betencourtia martii","(DC.) L.P.Queiroz","possibly_ok","Fabaceae","Betencourtia martii","(DC.) L.P.Queiroz","species","name accepted","bfo-617928",,,"Betencourtia martii (DC.) L.P.Queiroz","Betencourtia","Fabaceae","low","Betencourtia martii"
"Betencourtia scarlatina","gbif",,"HUEFS","277949","Betencourtia scarlatina (Mart. ex Benth.) L.P.Queiroz","Plantae","Fabaceae","Betencourtia","1990","10","9","Brasil","São Paulo",,,"UEFS","PRESERVED_SPECIMEN","L.P.de Queiroz",,,,"https://specieslink.net/col/204",,"Meira Neto, J.A.A.",,,"2024-10-29 07:18:57","(Mart. ex Benth.) L.P.Queiroz","Trepadeira. Flores vermelhas.",,"Tracheophyta","Magnoliopsida","Fabales","699","Estação Ecológica de Santa Bárbara",,,,,,,,,,,,"GBIF","Águas de Santa Bárbara","2024-05-01","Betencourtia scarlatina (Mart. ex Benth.) L.P.Queiroz",,"BR",,,"1990-10-09",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county","814279","4928882172",,,"CC_BY_4_0","Universidade Estadual de Feira de Santana","https://specieslink.net/guid/204/277949","Herbario da Universidade Estadual de Feira de Santana",,"Universidade Estadual de Feira de Santana",,,,"https://specieslink.net/guid/204/277949",,,,,,,,,,,"native",,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,"282","282",,,,,,,,,"SOUTH_AMERICA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10926174",,,,,,,,,,,,,,,,,"Betencourtia",,,"scarlatina",,,,,,,,"2e684fd6-09e2-4661-910a-0a188b610c04","BR","2025-01-05 14:48:22.767",,,,,,"CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION;INSTITUTION_COLLECTION_MISMATCH",,FALSE,FALSE,"10926174","10926174","6","7707728","220","1370","5386","2964884",,"10926174","Betencourtia scarlatina","Betencourtia scarlatina",,"EML","2025-01-05 14:48:22.767","2025-01-05 14:41:43.196",FALSE,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA",,,,,,,,,"NE","https://images.cria.org.br/viewer/HUEFS0277949",,,,,"WGS84",,,,,,,,,,,,,,,,,,,"brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","check_local.2municip.","Betencourtia scarlatina","(Mart. ex Benth.) L.P.Queiroz","name_w_authors","Fabaceae","Betencourtia scarlatina","(Mart. ex Benth.) L.P.Queiroz","species","name accepted","bfo-617935",,,"Betencourtia scarlatina (Mart. ex Benth.) L.P.Queiroz","Betencourtia","Fabaceae","unknown","Betencourtia scarlatina"
"Bidens gardneri","speciesLink","SPSF00056714","SPSF","56714","Bidens gardneri","Plantae","Asteraceae","Bidens","2014","02","06","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen","G.Durigan","2022","08","11","13","gardneri","N.A.L.Pilon & G.Durigan & G.B.Assis & F.M.Souza","-49.2375","-22.816667","2024-08-06T09:13:07","Baker","<nO>COLETA: Erva ereta. Flores alaranjadas.; GEOGRAFIA: Campo Cerrado.;</nO>","América do Sul","Magnoliophyta","Magnoliopsida","Asterales","11","Estação Ecológica de Santa Bárbara",,,,,,,,,,,,"SPLINK","Águas de Santa Bárbara","2022-08-11",,,,,,,,,,,,,,,,,,"SPSF",,"Pilon, N.A.L.","11","2014","Durigan, G.","2022","Durigan, G.; Assis, G.B.; Souza, F.M.","Pilon",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Bidens gardneri","Baker","possibly_ok","Asteraceae","Bidens gardneri","Baker","species","name accepted","bfo-114891",,,"Bidens gardneri Baker","Bidens","Asteraceae","medium","Bidens gardneri"
"Bidens squarrosa","gbif",,"SPF","228083","Bidens segetum C.Mart. ex Colla","Plantae","Asteraceae","Bidens","2015","4","3","Brasil","São Paulo",,,"USP-IB","PRESERVED_SPECIMEN","Loeuille, B",,,,"https://specieslink.net/col/7",,"Durigan, G",,,"2023-12-20 15:55:35","Mart. ex Colla",,,"Tracheophyta","Magnoliopsida","Asterales","s.n.","Estação Ecológica de Santa Bárbara",,,,,,,,,,,,"GBIF","Águas de Santa Bárbara","2015-01-01","Bidens segetum C.Mart. ex Colla",,"BR",,,"2015-04-03",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county","415139","2452767260",,,"CC_BY_4_0","Universidade de São Paulo","https://specieslink.net/guid/7/228083","Herbário da Universidade de São Paulo",,"Instituto de Biociências da Universidade de São Paulo",,,,"https://specieslink.net/guid/7/228083",,,,,,,,,,,,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,"93","93",,,,,,,,,"SOUTH_AMERICA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5391954",,,,,,,,,,,,,,,,,"Bidens",,,"segetum",,,,,,,,"1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","BR","2025-01-05 15:34:27.033",,,,,,"CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_NONE",,FALSE,FALSE,"5391954","5391954","6","7707728","220","414","3065","3105856",,"5391954","Bidens segetum","Bidens segetum",,"EML","2025-01-05 15:34:27.033","2025-01-05 15:24:14.62",FALSE,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA",,,,,,,,,"NE",,,,,,"WGS84",,,,,,,,,,,,,,,,,,,"brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","check_local.2municip.","Bidens squarrosa","Kunth","name_w_authors","Asteraceae","Bidens squarrosa","Kunth","species","author misspelled|replaced synonym","bfo-114892","Bidens squarrosa","Kunth","Bidens squarrosa Kunth","Bidens","Asteraceae","unknown","Bidens squarrosa"
"Bignoniaceae","gbif",,"UEC","58777","Bignoniaceae","Plantae","Bignoniaceae",,"1990","6","26","Brazil","São Paulo",,,"UNICAMP","PRESERVED_SPECIMEN","Tamashiro, JY",,,,"https://specieslink.net/col/2",,"Meira Neto, JAA",,,"2024-11-25 11:17:01",,"Flores magenta, trepadeira na beira da estrada.; Cerrado.",,"Tracheophyta","Magnoliopsida","Lamiales","598","Estação Ecológica de Santa Bárbara",,,,,,,,,,,,"GBIF","Águas de Santa Bárbara","2011-10-01","Bignoniaceae",,"BR",,,"1990-06-26",,,,,,"ACCEPTED","FAMILY",,,,,,,,,,,,,,,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county","66824","1089022435",,,"CC_BY_4_0","Universidade Estadual de Campinas - Instituto de Biologia","https://specieslink.net/guid/2/58777","Herbário da Universidade Estadual de Campinas",,"Universidade Estadual de Campinas",,,,"https://specieslink.net/guid/2/58777",,,,,,,,,,,,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,"177","177",,,,,,,,,"SOUTH_AMERICA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6655",,,,,,,,,,,,,,,,,,,,,,,,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce","BR","2025-01-05 15:38:15.875",,,,,,"CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_NONE",,FALSE,FALSE,"6655","6655","6","7707728","220","408","6655",,,,,,,"EML","2025-01-05 15:38:15.875","2025-01-05 15:31:00.136",FALSE,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA",,,,,,,,,"NE","https://images.cria.org.br/viewer/UEC054985",,,,,"WGS84",,,,,,,,,,,,,,,,,,,"brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","check_local.2municip.","Bignoniaceae","Juss.","family_as_genus","Bignoniaceae","Bignoniaceae","Juss.","family","name accepted","bfo-112305",,,"Bignoniaceae Juss.",,"Bignoniaceae","unknown",
"Blechnaceae","speciesLink","SPSF00056575","SPSF","56575","Blechnaceae","Plantae","Blechnaceae",,"2015","01","26","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen",,,,,"13",,"G.Durigan & N.Pilon","-49.2375","-22.816667","2024-08-06T09:17:22",,"<nO>COLETA: Erva terrestre.; GEOGRAFIA: Terreno úmido e sombreado.;</nO>","América do Sul","Pteridophyta","Polypodiopsida","Polypodiales","4148","Estação Ecológica de Santa Bárbara",,,"650","650",,,,,,,,"SPLINK","Águas de Santa Bárbara",,,,,,,,,,,,,,,,,,,"SPSF",,"Durigan, G.","4148","2015","s.n.","n.d.","Pilon, N.","Durigan",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Blechnaceae","Newman","family_as_genus","Blechnaceae","Blechnaceae","Newman","family","name accepted","bfo-90784",,,"Blechnaceae Newman",,"Blechnaceae","unknown",
"Blepharocalyx salicifolius","speciesLink","SPSF00056523","SPSF","56523","Blepharocalyx salicifolius","Plantae","Myrtaceae","Blepharocalyx","2015","03","10","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen","G.Durigan","2015","03","10","13","salicifolius","G.Durigan & N.Pilon","-49.2375","-22.816667","2024-08-06T09:15:41","(Kunth) O. Berg","<nO>COLETA: Arvoreta, casca lisa.; GEOGRAFIA: Cerrado stricto sensu.;</nO>","América do Sul","Magnoliophyta","Magnoliopsida","Myrtales","4089","Estação Ecológica de Santa Bárbara",,,"650","650",,,,,,,,"SPLINK","Águas de Santa Bárbara","2015-03-10",,,,,,,,,,,,,,,,,,"SPSF",,"Durigan, G.","4089","2015","Durigan, G.","2015","Pilon, N.","Durigan",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Blepharocalyx salicifolius","(Kunth) O.Berg","possibly_ok","Myrtaceae","Blepharocalyx salicifolius","(Kunth) O.Berg","species","author misspelled","bfo-10262",,,"Blepharocalyx salicifolius (Kunth) O.Berg","Blepharocalyx","Myrtaceae","medium","Blepharocalyx salicifolius"
"Blepharodon bicuspidatum","user",,"RB","RB01223123","Blepharodon bicuspidatum E.Fourn.","Plantae","Apocynaceae","Blepharodon","2016","2","12","Brasil","São Paulo",,,"JBRJ","Preserved Specimen","G. Durigan",,,,,,"G.B. Assis; N.A.L. Pilon, G. Durigan","-49.2369444","-22.7916666",,"E.Fourn.","Liana latescente, vilosa.",,,,,"268","campo cerrado. Estação Ecológica de Santa Bárbara","22º47´30´´","49º14´13´´W",,,,,,,,,,,"Águas de Santa Bárbara","2016-12",,,"BR",,,"2016-02-12",,,,,,,"sp.","Physical Object",,,,"RB",,"Assis, G.B.","268","2016","Durigan, G.","2016","Pilon, N.A.L.; Durigan, G.","Assis",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,"RB",,,,,,"urn:catalog:JBRJ:RB:1223123",,,,,,,,,,,,,,,,,,,,,,"RB 675176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bicuspidatum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/22/31/23/01223123.jpg",,,,,,,,,,,,,,,,,,,,,,"2017-02-12 15:13:33+00","Angiospermas","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","check_local.2municip.","Blepharodon bicuspidatum","E.Fourn.","name_w_authors","Apocynaceae","Blepharodon bicuspidatum","E.Fourn.","species","name accepted","bfo-4544",,,"Blepharodon bicuspidatum E.Fourn.","Blepharodon","Apocynaceae","medium","Blepharodon bicuspidatum"
