"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","coordinatePrecision","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","continentocean","phylum","class","order","occurrenceRemarks","verbatimLatitude","verbatimLongitude","barcode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","relationshiptype","relatedcatalogitem","individualcount","preparationtype","fieldNumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SP","278539","Bidens pilosa","Plantae","Asteraceae","Bidens","1994","06","23","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Estrada do Porto Angelim, na orla.","54606","IBt","PreservedSpecimen","Magenta, MAG","1998",,,"1","pilosa","Esteves, RL","-52.16","-22.530001","2021-12-09T11:00:30","L.","97",,,,,,"0","0",,,,,,,,,,"SPLINK","Teodoro Sampaio","1998-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Esteves, R.L.","97","1994","Magenta, M.A.G.","1998",,"Esteves",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo, estrada do porto angelim",,"locality","brazil_sao paulo_teodoro sampaio","brazil_sao paulo_teodoro sampaio",-22.41654278,-52.37383424,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Bidens pilosa","L.","possibly_ok","Asteraceae","Bidens pilosa","L.","species","name accepted","bfo-103749",,,"Bidens pilosa L.","Bidens","Asteraceae","low","Bidens pilosa"
"user","HUFU","HUFU00003548","Bignoniaceae",,"Bignoniaceae",,"2009","05","30","Brasil","São Paulo",,"Parque Estadual do Morro do Diabo.",,"HUFU",,"Sem determinador",,,,,,"Oliveira, R.S.","0","0",,,"18",,,,,,,,,,,,,,,,,"REFLORA","Teodoro Sampaio",,,,,,,,,,,,,,"FAMILY",,,,,,,,,,,,,,,"brazil","sao paulo","teodoro sampaio","parque estadual do morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,"não",,,,,,,,,,,,,,,,,,,,,,,,,"BIGNONIACEAE ",,,,,,,,,,,"HUFU",,,,"et al.,Alcântara, S.,Vasconcelos, A.R.,Machado, A.I.M.R.,Lobo, G.A.,Oliveira, RS,Alcântara, S,Lobo, GA,Machado, AIMR,Vasconcelos, AR","30/05/2009",,,"METRO",,,,,,,,"brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Bignoniaceae","Juss.","family_as_genus","Bignoniaceae","Bignoniaceae","Juss.","family","name accepted","bfo-112305",,,"Bignoniaceae Juss.",,"Bignoniaceae","high",
"gbif","Tropicos","3293232","Blechnum glandulosum Kaulf. ex Link","Plantae","Blechnaceae","Blechnum","1995","1","16","Brazil","São Paulo",,"Mun. Teodoro Sampaio, Região do Pontal do Paranapanema, Parque Estadual Morro do Diabo, Ca. 30 km da Sede pela trilha. Córrego 7 de Setembro ou Rio da Onca ou Angelim. Mata Latifoliada Mesófila Tropical Seca semidecídua.",,"MO","PRESERVED_SPECIMEN","M.R. Silva",,,,"http://biocol.org/urn:lsid:biocol.org:col:15859","glandulosum","M.R. Silva","-52.183333","-22.533333","2022-01-10 13:06:00","Kaulf. ex Link","1564",,"Tracheophyta","Polypodiopsida","Polypodiales",,,,,"250.00000000","350.00000000",,,,,,,"GBIF",,"1995-01-01","Blechnum appendiculatum Willd.","http://www.tropicos.org/Specimen/3293232","BR",,"Tropicos","1995-01-16",,,,,,"SYNONYM","SPECIES","PhysicalObject",,,,,,,,,,,,,,"brazil","sao paulo","deteodoro sampaio","parque estadual morro do diabo, mata latifoliada mesofila tropical seca semidecidua",,"locality","brazil_sao paulo_deteodoro sampaio","brazil_sao paulo",-22.2584562,-48.7420254,"state","1260695639",,,,"urn:catalog:MO:Tropicos:3293232",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,"26614640",,,,,,,,,,,"Blechnum",,,,,,"7bd65a7a-f762-11e1-a439-00145eb45e9a",,"StillImage",TRUE,FALSE,"Blechnum appendiculatum","Blechnum glandulosum Kaulf. ex Link","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","NE",,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo","Brazil","São Paulo",,,"check_local.2state","Blechnum glandulosum","Kaulf. ex Link","name_w_authors",,"Blechnum glandulosum","Kaulf. ex Link","species","not found",,,,"Blechnum glandulosum Kaulf. ex Link","Blechnum","Blechnaceae","unknown","Blechnum glandulosum"
"speciesLink","SJRP-PTERIDOPHYTA","11038","Blechnum occidentale","Plantae","Blechnaceae","Blechnum","1995","01","13","Brasil","São Paulo","Teodoro Sampaio","Região do Pontal do Paranapanema, Parque Estadual Morro do Diabo, cerca 15 km da cidade, rodovia SP 613, Morro do Diabo",,"UNESP-IBILCE","S","M.R. Pietrobom-Silva",,,,"92","occidentale","M.R. Pietrobom-Silva","-52.183333","-22.533333","2021-12-01T14:23:45","L.","1515","América do Sul","Tracheophyta","Polypodiopsida","Polypodiales","<nO>Mata latifoliada mesófila tropical seca semidecídua. Terrestre com solo ricomem humus, barranco na margem da trilha, sombreado, na encosta do Morro</nO>","-22.533333","-52.183333","SJRP00014558","400","400",,,,,,,"SPLINK","Teodoro Sampaio",,,,,,,,,,,,,,,,,,,"SJRP",,"Pietrobom-Silva, M.R.","1515","1995","Pietrobom-Silva, M.R.","n.d.",,"Pietrobom-Silva",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo, rodovia sp 613, morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio","brazil_sao paulo_teodoro sampaio",-22.41654278,-52.37383424,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Blechnum occidentale","L.","possibly_ok","Blechnaceae","Blechnum occidentale","L.","species","name accepted","bfo-90822",,,"Blechnum occidentale L.","Blechnum","Blechnaceae","low","Blechnum occidentale"
"speciesLink","MBM","197734","Blechnum polypodioides","Plantae","Blechnaceae","Blechnum","1995","1","16","Brazil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo.","54606","MBM","PreservedSpecimen","Dittrich, VAO",,,,"40","polypodioides","Pietrobom da Silva, MR; et al.","-52.16","-22.530001","2025-06-01T00:01:00","Raddi","1564",,,,,,,,"MBM197734",,,,,,,,,"SPLINK","Teodoro Sampaio",,,,,,,,,,,,,,,,,,,"MBM",,"Silva, M.R.P.","1564","1995","Dittrich, V.A.O.","n.d.",,"Silva",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Blechnum polypodioides","Raddi","possibly_ok","Blechnaceae","Blechnum polypodioides","Raddi","species","name accepted","bfo-90826",,,"Blechnum polypodioides Raddi","Blechnum","Blechnaceae","high","Blechnum polypodioides"
"speciesLink","UEC","87106","Blepharodon nitidum","Plantae","Apocynaceae","Blepharodon","1994","12","07","Brazil","São Paulo","Teodoro Sampaio","Parque Estadual do Morro do Diabo Estrada do 7000, na margem do caminho.","54606","UNICAMP","S","Farinaccio, MA","2004","03",,"2","nitidum","Pastore, JFB","-52.16","-22.530001","2024-11-25T11:12:58","(Vell.) J.F.Macbr.","570",,"Magnoliopsida",,,"<nO>Trepadeira latescente, botões florais verdes e flores amarelas.</nO>","0","0","UEC040800",,,,,,,,,"SPLINK","Teodoro Sampaio","2004-03-NA",,,,,,,,,,,,,,,,,,"UEC",,"Pastore, J.F.B.","570","1994","Farinaccio, M.A.","2004",,"Pastore",,"brazil","sao paulo","teodoro sampaio","parque estadual do morro do diabo estrada do 7000",,"locality","brazil_sao paulo_teodoro sampaio","brazil_sao paulo_teodoro sampaio",-22.41654278,-52.37383424,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Blepharodon pictum","(Vahl) W.D.Stevens","possibly_ok","Apocynaceae","Blepharodon pictum","(Vahl) W.D.Stevens","species","replaced synonym","bfo-21897","Blepharodon pictum","(Vahl) W.D.Stevens","Blepharodon pictum (Vahl) W.D.Stevens","Blepharodon","Apocynaceae","low","Blepharodon pictum"
"speciesLink","SP","276953","Blepharodon reflexum","Plantae","Apocynaceae","Blepharodon","1994","12","07","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Estrada da 7000, na margem do caminho","54606","IBt","PreservedSpecimen","Pereira, FC; Ferreira, MV","2005","08","26","1","reflexum","Pastore, JA","-52.16","-22.530001","2021-12-09T10:59:15","Malme","570",,,,,,"0","0",,,,,,,,,,"SPLINK","Teodoro Sampaio","2005-08-26",,,,,,,,,,,,,,,,,,"SP",,"Pastore, J.A.","570","1994","Pereira, F.C.","2005",,"Pastore","Ferreira, M.V.","brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo, estrada da 7000",,"locality","brazil_sao paulo_teodoro sampaio","brazil_sao paulo_teodoro sampaio",-22.41654278,-52.37383424,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Blepharodon reflexum","Malme","possibly_ok","Apocynaceae","Blepharodon reflexum","Malme","species","name accepted","bfo-4547",,,"Blepharodon reflexum Malme","Blepharodon","Apocynaceae","low","Blepharodon reflexum"
"speciesLink","FUEL","14343","Boraginaceae","Plantae","Boraginaceae",,"1994","06","03","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","54606","UEL","PreservedSpecimen",,,,,"48",,"Rogge, CD","-52.16","-22.530001","2024-12-05T15:04:08",,"22",,"Tracheophyta",,"Boraginales","<nO>Herbacea +- 50 cm alt; flor branca. Trilha da lagoa Verde.</nO>","0","0",,"0","0",,,,,,,"SPLINK","Teodoro Sampaio",,,,,,,,,,,,,,,,,,,"FUEL",,"Rogge, C.D.","22","1994","s.n.","n.d.",,"Rogge",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Boraginaceae","Juss.","family_as_genus","Boraginaceae","Boraginaceae","Juss.","family","name accepted","bfo-64",,,"Boraginaceae Juss.",,"Boraginaceae","unknown",
"user","RB","RB00608034","Bougainvillea arborea Glaz.","Plantae","Nyctaginaceae","Bougainvillea","1986","12","4","Brasil","São Paulo",,"Parque Estadual do Morro do Diabo, região próxima à Sede, em arboreto natural.",,"JBRJ","Preserved Specimen","J. B. Baitello",,,,,"arborea","J. B. Baitello",,,,"Glaz.","200",,,,,,,,,,,,,,,,,,"Teodoro Sampaio",,,,"BR",,,"1986-12-04",,,,,,,"sp.","Physical Object",,,,"RB",,"Baitello, J.B.","200","1986","Baitello, J.B.","n.d.",,"Baitello",,"brazil","sao paulo","teodoro sampaio","parque estadual do morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,"urn:catalog:JBRJ:RB:608034",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/60/80/34/00608034.jpg",,,,,,,,,,,,,,,,,,,"2014-07-07 20:15:23+00","Angiospermas","brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Bougainvillea arborea","Glaz.","name_w_authors","Nyctaginaceae","Bougainvillea arborea","Glaz.","species","check not resolved","bfo-111430",,,"Bougainvillea arborea Glaz.","Bougainvillea","Nyctaginaceae","low","Bougainvillea arborea"
"speciesLink","SP","290241","Bougainvillea glabra","Plantae","Nyctaginaceae","Bougainvillea","1994","12","08","Brasil","São Paulo","Teodoro Sampaio","região do córrego das Águas Claras, próximo ao Parque Estadual Morro do Diabo","54606","IBt","PreservedSpecimen",,,,,"1","glabra","Pastore, JA","-52.16","-22.530001","2024-03-08T09:41:12","Choisy","585",,,,,,"0","0",,,,,,,,,,"SPLINK","Teodoro Sampaio",,,,,,,,,,,,,,,,,,,"SP",,"Pastore, J.A.","585","1994","s.n.","n.d.",,"Pastore",,"brazil","sao paulo","teodoro sampaio","proximo ao parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio","brazil_sao paulo_teodoro sampaio",-22.41654278,-52.37383424,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Bougainvillea glabra","Choisy","possibly_ok","Nyctaginaceae","Bougainvillea glabra","Choisy","species","name accepted","bfo-10906",,,"Bougainvillea glabra Choisy","Bougainvillea","Nyctaginaceae","unknown","Bougainvillea glabra"
"gbif","US",,"Bredemeyera Willd.","Plantae","Polygalaceae","Bredemeyera","2018","5","8","Brazil","São Paulo",,"Municipio Teodoro Sampaio; Parque Estadual Morro do Diabo.",,"US","PRESERVED_SPECIMEN",,,,,"urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",,"P. Acevedo-Rodriguez, L. Brito, A. Erdmann & M. da Silva","-52.2169","-22.5814","2018-08-30 15:25:00",,"16849",,"Tracheophyta","Magnoliopsida","Fabales",,,,,"351.0",,,,,,,,"GBIF",,,"Bredemeyera Willd.",,"BR",,"NMNH Extant Biology","2018-05-08",,"Disturbed seasonal forest, ca. 15 m tall.",,,,"ACCEPTED","GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality","2235827603","urn:lsid:biocol.org:col:15463",,,"http://n2t.net/ark:/65665/334c1ac41-9b98-46b3-95a6-389fa6828c2d",,,,,"PRESENT",,,,,,,,,,,,,,"GPS",,,,,,,,,,,,,,,,,"Bredemeyera",,,,,,"821cc27a-e3bb-4bc5-ac34-89ada245069d",,,TRUE,FALSE,,"Bredemeyera sp.","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","NE",,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Bredemeyera","Willd.","name_w_authors","Polygalaceae","Bredemeyera","Willd.","genus","name accepted","bfo-20531",,,"Bredemeyera Willd.","Bredemeyera","Polygalaceae","unknown",
"gbif","UFP","22704","Bryopsida","Plantae",,,"1995","1","16","Brasil","São Paulo",,"Pontal do Paranapanema, Parque Estadual Morro do Diabo",,"UFPE","PRESERVED_SPECIMEN","Silva, MRP",,,,"https://specieslink.net/col/155",,"Silva, MRP",,,"2024-09-03 14:46:35",,"1593",,"Bryophyta","Bryopsida",,,,,,,,,,,,,,"GBIF","Teodoro Sampaio",,"Bryopsida",,"BR",,,"1995-01-16",,,,,,"ACCEPTED","CLASS",,,,,,,,,,,,,,,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality","4953893854",,,,"https://specieslink.net/guid/155/22704",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1e0f3d99-eb02-4806-b6a4-e903568129ec",,,FALSE,FALSE,,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Bryopsida sp.",,"indet",,"Bryopsida sp.",,"genus","not found",,,,"Bryopsida sp.","Bryopsida","Orchidaceae","unknown",
"speciesLink","HUEM","31194","Bulbophyllum perii","Plantae","Orchidaceae","Bulbophyllum","2017","01","21","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual do Morro do Diabo (PEMD), limite da trilha do Aceiro do Parque",,"UEM","PreservedSpecimen","Wilton Felipe Teixeira","2017","04","08","176","perii","Wilton Felipe Teixeira","-52.30975","-22.386667","2025-02-07T11:48:20","Schltr.","01",,,,,"<nO>Epífita; apresenta pseudobulbos cilindrico e folhas coriácea, local ensolarado;</nO>","-22.386667","-52.30975","HUEM000011461",,,,,,,,,"SPLINK","Teodoro Sampaio","2017-04-08",,,,,,,,,,,,,,,,,,"HUEM",,"Teixeira, W.F.","01","2017","Teixeira, W.F.","2017",,"Teixeira",,"brazil","sao paulo","teodoro sampaio","parque estadual do morro do diabo, limite da trilha do aceiro do parque",,"locality","brazil_sao paulo_teodoro sampaio","brazil_sao paulo_teodoro sampaio",-22.41654278,-52.37383424,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Bulbophyllum perii","Schltr.","possibly_ok","Orchidaceae","Bulbophyllum perii","Schltr.","species","name accepted","bfo-11257",,,"Bulbophyllum perii Schltr.","Bulbophyllum","Orchidaceae","low","Bulbophyllum perii"
"speciesLink","FUEL","14481","Burseraceae","Plantae","Burseraceae",,"1994","06","04","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","54606","UEL","PreservedSpecimen",,,,,"48",,"Devide, CS","-52.16","-22.530001","2024-12-05T15:06:22",,"32",,"Tracheophyta",,"Sapindales","<nO>Arboreo 6,0m alt; fruto laranja; inflorescencia branca; maturacao verde sem latex; sem odor. Trilha Morro do Diabo.</nO>","0","0",,"0","0",,,,,,,"SPLINK","Teodoro Sampaio",,,,,,,,,,,,,,,,,,,"FUEL",,"Devide, C.S.","32","1994","s.n.","n.d.",,"Devide",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Burseraceae","Kunth","family_as_genus","Burseraceae","Burseraceae","Kunth","family","name accepted","bfo-68",,,"Burseraceae Kunth",,"Burseraceae","unknown",
"speciesLink","SP","306603","Byrsonima intermedia","Plantae","Malpighiaceae","Byrsonima","1994","12","06","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Estrada do Caldeirão","54606","IBt","PreservedSpecimen","Mamede, MCH","1998",,,"1","intermedia","Pastore, JA","-52.16","-22.530001","2021-12-09T11:09:31","A.Juss.","559",,,,,,"0","0","SP015147",,,,,,,,,"SPLINK","Teodoro Sampaio","1998-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Pastore, J.A.","559","1994","Mamede, M.C.H.","1998",,"Pastore",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo, estrada do caldeirao",,"locality","brazil_sao paulo_teodoro sampaio","brazil_sao paulo_teodoro sampaio",-22.41654278,-52.37383424,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Byrsonima intermedia","A.Juss.","possibly_ok","Malpighiaceae","Byrsonima intermedia","A.Juss.","species","name accepted","bfo-8835",,,"Byrsonima intermedia A.Juss.","Byrsonima","Malpighiaceae","high","Byrsonima intermedia"
"speciesLink","SP","277718","Byttneria catalpifolia sidifolia","Plantae","Malvaceae","Byttneria","1995","05","16","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Picada 7001","54606","IBt","PreservedSpecimen","Souza, BM",,,,"1","catalpifolia","Kirizawa, M; et al.","-52.16","-22.530001","2021-12-09T11:10:23","(A.St.-Hil.) Cristóbal","3103",,,,,,"0","0",,,,"sidifolia",,,,,,"SPLINK","Teodoro Sampaio",,,,,,,,,,,,,,,,,,,"SP",,"Kirizawa, M.","3103","1995","Souza, B.M.","n.d.",,"Kirizawa",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Byttneria catalpifolia subsp. sidifolia","(A.St.-Hil.) Cristóbal","not_Genus_epithet_format","Malvaceae","Byttneria catalpifolia subsp. sidifolia","(A.St.-Hil.) Cristóbal","subspecies","name misspelled","bfo-605402",,,"Byttneria catalpifolia subsp. sidifolia (A.St.-Hil.) Cristóbal","Byttneria","Malvaceae","high","Byttneria catalpifolia"
"speciesLink","MBM","199275","Cabralea canjerana","Plantae","Meliaceae","Cabralea",,,"21","Brazil","São Paulo","Teodoro Sampaio","Parque Estadual do Morro do Diabo.","54606","MBM","PreservedSpecimen","Pastore, JA",,,,"40","canjerana","Baitello, JB","-52.16","-22.530001","2025-06-01T00:01:00","(Vell.) Mart.","659",,,,,,,,"MBM199275",,,,,,,,,"SPLINK","Teodoro Sampaio",,,,,,,,,,,,,,,,,,,"MBM",,"Baitello, J.B.","659","n.d.","Pastore, J.A.","n.d.",,"Baitello",,"brazil","sao paulo","teodoro sampaio","parque estadual do morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cabralea canjerana","(Vell.) Mart.","possibly_ok","Meliaceae","Cabralea canjerana","(Vell.) Mart.","species","name accepted","bfo-9988",,,"Cabralea canjerana (Vell.) Mart.","Cabralea","Meliaceae","high","Cabralea canjerana"
"speciesLink","SP","291881","Cabralea canjerana canjerana","Plantae","Meliaceae","Cabralea","1994","06","21","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, estrada do Estreito","54606","IBt","PreservedSpecimen","Pastore, JA","2003",,,"1","canjerana","Baitello, JB","-52.16","-22.530001","2023-05-19T09:28:29","(Vell.) Mart.","659",,,,,,"0","0",,,,"canjerana",,,,,,"SPLINK","Teodoro Sampaio","2003-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Baitello, J.B.","659","1994","Pastore, J.A.","2003",,"Baitello",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo, estrada do estreito",,"locality","brazil_sao paulo_teodoro sampaio","brazil_sao paulo_teodoro sampaio",-22.41654278,-52.37383424,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Cabralea canjerana subsp. canjerana","(Vell.) Mart.","not_Genus_epithet_format","Meliaceae","Cabralea canjerana subsp. canjerana","(Vell.) Mart.","subspecies","name misspelled","bfo-19734",,,"Cabralea canjerana subsp. canjerana (Vell.) Mart.","Cabralea","Meliaceae","high","Cabralea canjerana"
