"data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","occurrenceRemarks","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","continentocean","preparationtype","class","order","infraspecificEpithet","individualcount","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SPF00203447","SPF","203447","Serjania pinnatifolia","Plantae","Sapindaceae","Serjania","2003","09","22","Brasil","São Paulo","Gália","Estação Ecológica dos Caetetus","USP",,"PreservedSpecimen","Ferrucci, MS","2003","09","0","0","7","pinnatifolia","Udulutsch, RG","-49.549999","-22.290001","2023-12-20T16:09:10","Radlk.","2393",,"22",,,"23314",,,,,,,"SPLINK","Gália","2003-09-22",,,,,,,,,,,,,,,,,,"SPF",,"Udulutsch, R.G.","2393","2003","Ferrucci, M.S.","2003",,"Udulutsch",,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Serjania pinnatifolia","Radlk.","possibly_ok","Sapindaceae","Serjania pinnatifolia","Radlk.","species","name accepted","bfo-20974",,,"Serjania pinnatifolia Radlk.","Serjania","Sapindaceae","high","Serjania pinnatifolia"
"speciesLink","ESA104614","ESA","104614","Sinningia douglasii","Plantae","Gesneriaceae","Sinningia","2005","06",,"Brasil","São Paulo","Gália","Estação Ecológica de Caetetus","ESALQ",,"PreservedSpecimen","Chautems, A.",,,,,"8","douglasii","Gorenstein, M.R. ; Araújo, A.O.","-49.549999","-22.290001","2025-01-15T09:28:48",,"2387",,,,,"23314",,,,,,,"SPLINK","Gália",,,,,,,,,,,,,,,,,,,"ESA",,"Gorenstein, M.R.","2387","2005","Chautems, A.","n.d.","Araujo, A.O.","Gorenstein",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Sinningia douglasii","(Lindl.) Chautems","possibly_ok","Gesneriaceae","Sinningia douglasii","(Lindl.) Chautems","species","name accepted","bfo-7897",,,"Sinningia douglasii (Lindl.) Chautems","Sinningia","Gesneriaceae","high","Sinningia douglasii"
"user",,"ESA","ESA00137103","Siparuna guianensis Aubl.",,"Siparunaceae","Siparuna","2015","10","11","Brasil","São Paulo",,"Estação Ecológica de Caetetus, trilha do Lago","ESA",,,"Sem determinador",,,,,,,"Colletta, G. D","0","0",,"Aubl.","2282",,,,,,,,,,,,"REFLORA","Gália",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"não",,,,,,,,,,,,,,,,,,,,,,,,"guianensis","SIPARUNACEAE Siparuna guianensis Aubl.",,,,,,,,,,,"ESA",,,,,"11/10/2015",,"680","METRO",,,,,,,,"brazil_sao paulo_galia_eec caetetus","Brazil","São Paulo","Gália","EEc de Caetetus","ok_same_resolution","Siparuna guianensis","Aubl.","name_w_authors","Siparunaceae","Siparuna guianensis","Aubl.","species","name accepted","bfo-14548",,,"Siparuna guianensis Aubl.","Siparuna","Siparunaceae","high","Siparuna guianensis"
"gbif",,,"21934","Sloanea lasiocoma K.Schum.","Plantae","Elaeocarpaceae","Sloanea",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"lasiocoma","Tiago Egydio Barreto","-49.7004159","-22.4081668","2016-07-29",,,,,,,,,,"Magnoliopsida","Oxalidales",,,"GBIF","Gália",,"Sloanea hirsuta subsp. hirsuta",,"BR",,"SinBIOTA",,,,,,,"SYNONYM","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967832044",,,,"219340122","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21828",,,,,,,,,,,,,"9402084",,,,,,,,,,,"Sloanea",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Sloanea hirsuta","Sloanea lasiocoma","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Sloanea lasiocoma","K.Schum.","name_w_authors","Elaeocarpaceae","Sloanea lasiocoma","K.Schum.","species","name accepted","bfo-7448",,,"Sloanea lasiocoma K.Schum.","Sloanea","Elaeocarpaceae","unknown","Sloanea lasiocoma"
"speciesLink","SHPR000239","SHPR","239","Solanum americanum","Plantae","Solanaceae","Solanum","2018","08","06","Brasil","São Paulo","Gália","Estação Ecológica de Caetetus. Nas imediações do lago 1.","UTFPR-SL","Anthophyta","PreservedSpecimen","Biral,L.","2021","03","22º22'44"" S","49º40'47"" W","667","americanum","Biral, L.","-49.679722","-22.378889","2021-04-12T10:08:03","Mill.","1375","<nO>Herbácea, folhas membranáceas, cálice verde, corola branca, anteras amarelas. Habitat: Floresta estacional semidecidual.</nO>",,"620","620",,"América do Sul","exsicata",,,,,"SPLINK","Gália","2021-03-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","1375","2018","Biral, L.","2021",,"Biral",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Solanum americanum","Mill.","possibly_ok","Solanaceae","Solanum americanum","Mill.","species","name accepted","bfo-14725",,,"Solanum americanum Mill.","Solanum","Solanaceae","low","Solanum americanum"
"speciesLink","SPFR015461","SPFR","15461","Solanum argenteum","Plantae","Solanaceae","Solanum",,,,"Brasil","São Paulo","Gália","Parcela Permanente - Estação Ecológica dos Caetetus","FFCLRP",,"PreservedSpecimen","Souza, V.C.; Lima, R.A.F.","2008","06","22º24'40""S","49º42#?#04""W","455","argenteum","Toniato, M.T.Z.; Barreto, T.E.","-49.7","-22.411111","2025-05-13T17:38:57","Dunal","60","<nO>árvore no.50648Floresta Estacional Semidecidual Montana</nO>",,"580","580",,,,,,,,"SPLINK","Gália","2008-06-NA",,,,,,,,,,,,,,,,,,"SPFR",,"Toniato, M.T.Z.","60","n.d.","Souza, V.C.","2008","Barreto, T.E.","Toniato","Lima, R.A.F.","brazil","sao paulo","galia","parcela permanente - estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Solanum argenteum","Dunal","possibly_ok","Solanaceae","Solanum argenteum","Dunal","species","name accepted","bfo-14731",,,"Solanum argenteum Dunal","Solanum","Solanaceae","medium","Solanum argenteum"
"speciesLink","SPSF00051745","SPSF","51745","Solanum asperolanatum","Plantae","Solanaceae","Solanum","2016","12","17","Brasil","SP","Gália","Estação Ecológica de Caetetus","IF","Magnoliophyta","PreservedSpecimen","G.A.D.C.Franco","2016","12",,,"13","asperolanatum","N.M.Ivanauskas & F.Arantes & R.L.R.Santos","-49.549999","-22.290001","2024-08-06T09:17:08","Ruiz & Pav.","6814","<nO>COLETA: Arbusto de 4 m. Frutos imaturos verdes.; GEOGRAFIA: Floresta Estacional Semidecidual Montana.&nf;Beira da trilha do jipe, próxima à entrada para a trilha 12.;</nO>","19","650","650","23314","América do Sul",,"Magnoliopsida","Solanales",,,"SPLINK","Gália","2016-12-19",,,,,,,,,,,,,,,,,,"SPSF",,"Ivanauskas, N.M.","6814","2016","Franco, G.A.D.C.","2016","Arantes, F.; Santos, R.L.R.","Ivanauskas",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Solanum asperolanatum","Ruiz & Pav.","possibly_ok","Solanaceae","Solanum asperolanatum","Ruiz & Pav.","species","name accepted","bfo-594680",,,"Solanum asperolanatum Ruiz & Pav.","Solanum","Solanaceae","medium","Solanum asperolanatum"
"gbif",,"UNIP","UNIP06984","Solanum didymum Dunal","Plantae","Solanaceae","Solanum","1999","10","27","Brasil","São Paulo",,"Estação Ecológica de Caetetus. Trilha 14-J.","UNIP","Tracheophyta","PRESERVED_SPECIMEN","Giacomin, L.L.",,,,,,"didymum","Lima, M.I.R.G.;Gorenstein, M.R.,Penha, A.S.",,,,"Dunal","9",,,,,,,,"Magnoliopsida","Solanales",,,"GBIF","Gália",,"Solanum didymum Dunal","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=4583115","BR",,,"1999-10-27",,,,,,"ACCEPTED","SPECIES",,,"1999-10-27",,,,,,,,,,,,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality","2996032032",,,,"4583115",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"99944819-a402-4862-a07b-bcb3dd63b59b",,"StillImage",FALSE,FALSE,"Solanum didymum","Solanum didymum Dunal","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","imagens4.jbrj.gov.br/fsi/server?type=image&source=u/unip/output_092017_II_jpg/UNIP 06984.JPG",,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia_eec caetetus","Brazil","São Paulo","Gália","EEc de Caetetus","ok_same_resolution","Solanum didymum","Dunal","name_w_authors","Solanaceae","Solanum didymum","Dunal","species","name accepted","bfo-88088",,,"Solanum didymum Dunal","Solanum","Solanaceae","unknown","Solanum didymum"
"speciesLink","UEC047199","UEC","79907","Solanum hirtellum","Plantae","Solanaceae","Solanum","1996","02","18","Brazil","São Paulo","Gália","Estação Ecológica dos Caetetus.","UNICAMP","Magnoliopsida","S","Stehmann, JR; Giacomin, LL","2011","09","-22.25","-49.5","2","hirtellum","Passos, FC","-49.5","-22.25","2024-11-25T11:35:49","(Spreng.) Hassl.","111","<nO>Arburto, flor branca, abundante.; Formação Mata Semidecídua.</nO>",,,,,,,,,,,"SPLINK","Gália","2011-09-NA",,,,,,,,,,,,,,,,,,"UEC",,"Passos, F.C.","111","1996","Stehmann, J.R.","2011",,"Passos","Giacomin, L.L.","brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Solanum hirtellum","(Spreng.) Hassl.","possibly_ok","Solanaceae","Solanum hirtellum","(Spreng.) Hassl.","species","name accepted","bfo-14780",,,"Solanum hirtellum (Spreng.) Hassl.","Solanum","Solanaceae","high","Solanum hirtellum"
"speciesLink","SPFR015211","SPFR","15211","Solanum cf. mauritianum","Plantae","Solanaceae","Solanum","2011","06","21","Brasil","São Paulo","Gália","Estação Ecológica dos Caetetus","FFCLRP",,"PreservedSpecimen","Rocha-Filho, L.C.",,,"22º22'33,7""S","49º40#?#19,9""W","455","cf. mauritianum","Rocha-Filho, L.C.","-49.666667","-22.375833","2025-05-13T17:38:57","Scop.","6","<nO>Árvore ca. 3m de altura; flores roxas; frutos verdesBorda da mata</nO>",,"687","687",,,,,,,,"SPLINK","Gália",,,,,,,,,,,,,,,,,,,"SPFR",,"Rocha Filho, L.C.","6","2011","Rocha Filho, L.C.","n.d.",,"Rocha Filho",,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Solanum mauritianum","Scop.","conferre","Solanaceae","Solanum mauritianum","Scop.","species","name accepted","bfo-14809",,,"Solanum mauritianum Scop.","Solanum","Solanaceae","low","Solanum mauritianum"
"gbif",,,"21933","Solanum pseudoquina A.St.-Hil.","Plantae","Solanaceae","Solanum",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"pseudoquina","Tiago Egydio Barreto","-49.7004159","-22.4081668","2016-07-28",,,,,,,,,,"Magnoliopsida","Solanales",,,"GBIF","Gália",,"Solanum pseudoquina A.St.-Hil.",,"BR",,"SinBIOTA",,,,,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967831127",,,,"219330121","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21827",,,,,,,,,,,,,"6077002",,,,,,,,,,,"Solanum",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Solanum pseudoquina","Solanum pseudoquina","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Solanum pseudoquina","A.St.-Hil.","name_w_authors","Solanaceae","Solanum pseudoquina","A.St.-Hil.","species","name accepted","bfo-14836",,,"Solanum pseudoquina A.St.-Hil.","Solanum","Solanaceae","unknown","Solanum pseudoquina"
"gbif",,"SPFR","15461","Solanum argenteum Blanchet ex Dunal","Plantae","Solanaceae","Solanum",,,,"Brasil","São Paulo",,"Parcela Permanente - Estação Ecológica dos Caetetus","FFCLRP","Tracheophyta","PRESERVED_SPECIMEN","Souza, V.C.; Lima, R.A.F.",,,,,"https://specieslink.net/col/455","argenteum","Toniato, M.T.Z.; Barreto, T.E.","-49.7","-22.411111","2024-11-05 18:26:49","Dunal","60",,,"580","580",,,,"Magnoliopsida","Solanales",,,"GBIF","Gália","2008-06-01","Solanum swartzianum Roem. & Schult.",,"BR",,,,,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","galia","parcela permanente - estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","5000809584",,,,"https://specieslink.net/guid/455/15461",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"7b203230-ba55-4da6-9274-e1d7b1b95987",,,TRUE,FALSE,"Solanum swartzianum","Solanum argenteum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/SPFR015461",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Solanum swartzianum","Roem. & Schult.","name_w_authors","Solanaceae","Solanum swartzianum","Roem. & Schult.","species","replaced synonym","bfo-14872","Solanum swartzianum","Roem. & Schult.","Solanum swartzianum Roem. & Schult.","Solanum","Solanaceae","unknown","Solanum swartzianum"
"speciesLink","ICN00013514","ICN","181559","Sorocea bonplandii","Plantae","Moraceae","Sorocea","1999","06",,"Brasil","SP","Gália","Estação Ecológica de Caetetus","UFRGS","Dicotyledon","S","Boeni, BO","2015","04","-22.416667","-49.683333","259","bonplandii","Gorenstein, MR","-49.683333","-22.416667","2023-03-29T16:53:09","(Baill.) W.C. Burger, Lanj. & de Boer","5021","<nO>ESA 64934; Floresta Estacional Semidecidual</nO>","30",,,,"América do Sul",,,,,,"SPLINK","Gália","2015-04-30",,,,,,,,,,,,,,,,,,"ICN",,"Gorenstein, M.R.","5021","1999","Boeni, B.O.","2015",,"Gorenstein",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Sorocea bonplandii","(Baill.) W.C.Burger et al.","possibly_ok","Moraceae","Sorocea bonplandii","(Baill.) W.C.Burger et al.","species","author misspelled","bfo-31440",,,"Sorocea bonplandii (Baill.) W.C.Burger et al.","Sorocea","Moraceae","high","Sorocea bonplandii"
"speciesLink","HRCB052789","HRCB","52789","Stizophyllum perforatum","Plantae","Bignoniaceae","Stizophyllum","2003","02","12","Brasil","São Paulo","Gália","Estação Ecológica dos Caetetus","UNESP-RC",,"PreservedSpecimen","Udulutsch, R.G.","2003","02",,,"15","perforatum","Udulutsch, R.G.","-49.549999","-22.290001","2025-02-04T07:59:48","(Cham.) Miers","1613","<nO>Liana. Material vegetativo.Habitat: Floresta Estacional Semidecidual</nO>","12",,,"23314",,,,,,,"SPLINK","Gália","2003-02-12",,,,,,,,,,,,,,,,,,"HRCB",,"Udulutsch, R.G.","1613","2003","Udulutsch, R.G.","2003",,"Udulutsch",,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Stizophyllum perforatum","(Cham.) Miers","possibly_ok","Bignoniaceae","Stizophyllum perforatum","(Cham.) Miers","species","name accepted","bfo-113931",,,"Stizophyllum perforatum (Cham.) Miers","Stizophyllum","Bignoniaceae","high","Stizophyllum perforatum"
"speciesLink","SPF00214705","SPF","214705","Strychnos brasiliensis","Plantae","Loganiaceae","Strychnos","2013","08","29","Brasil","São Paulo","Gália","Estação Ecológica dos Caetetus","USP",,"PreservedSpecimen","Zappi, DC","2016",,"0","0","7","brasiliensis","Ceccantini, GCT","-49.549999","-22.290001","2023-12-20T16:02:25","(Spreng.) Mart.","3965","<nO>Coleta de material fixado em FAA.</nO>",,,,"23314",,,,,,,"SPLINK","Gália","2016-NA-NA",,,,,,,,,,,,,,,,,,"SPF",,"Ceccantini, G.C.T.","3965","2013","Zappi, D.C.","2016",,"Ceccantini",,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Strychnos brasiliensis","(Spreng.) Mart.","possibly_ok","Loganiaceae","Strychnos brasiliensis","(Spreng.) Mart.","species","name accepted","bfo-8670",,,"Strychnos brasiliensis (Spreng.) Mart.","Strychnos","Loganiaceae","high","Strychnos brasiliensis"
"gbif",,,"21934","Sweetia fruticosa Spreng.","Plantae","Fabaceae","Sweetia",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"fruticosa","Tiago Egydio Barreto","-49.7004159","-22.4081668","2016-07-29",,,,,,,,,,"Magnoliopsida","Fabales",,,"GBIF","Gália",,"Sweetia fruticosa Spreng.",,"BR",,"SinBIOTA",,,,,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967835190",,,,"219340127","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21828",,,,,,,,,,,,,"574686",,,,,,,,,,,"Sweetia",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Sweetia fruticosa","Sweetia fruticosa","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Sweetia fruticosa","Spreng.","name_w_authors","Fabaceae","Sweetia fruticosa","Spreng.","species","name accepted","bfo-29898",,,"Sweetia fruticosa Spreng.","Sweetia","Fabaceae","unknown","Sweetia fruticosa"
"gbif",,,"21934","Syagrus oleracea (Mart.) Becc.","Plantae","Arecaceae","Syagrus",,,,"Brazil","Sp",,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,"Tracheophyta","OCCURRENCE",,,,,,,"oleracea","Tiago Egydio Barreto","-49.7004159","-22.4081668","2016-07-29",,,,,,,,,,"Liliopsida","Arecales",,,"GBIF","Gália",,"Syagrus oleracea (Mart.) Becc.",,"BR",,"SinBIOTA",,,,,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica dos Caetetus (EEC) possui uma área contínua de 2178,84 ha, dentro da bacia hidrográfica do Médio Paranapanema.",,,,,,,,,,,"brazil","sao paulo","galia","a estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county","3967831147",,,,"219340128","1615",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21828",,,,,,,,,,,,,"8115384",,,,,,,,,,,"Syagrus",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Syagrus oleracea","Syagrus oleracea","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Syagrus oleracea","(Mart.) Becc.","name_w_authors","Arecaceae","Syagrus oleracea","(Mart.) Becc.","species","name accepted","bfo-15742",,,"Syagrus oleracea (Mart.) Becc.","Syagrus","Arecaceae","unknown","Syagrus oleracea"
