"Nome_UC","Localidade","Municipio","Estado","Freq"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE SÃO SEBASTIÃO","São Sebastião, São Paulo, Brazil","São Sebastião","São Paulo",4
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE SÃO SEBASTIÃO","São Sebastião - SP, Brasil","","São Paulo",4
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE SÃO SEBASTIÃO","sao sebastiao - sp","","São Paulo",4
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE SÃO SEBASTIÃO","São Sebastião, SP, BR","São Sebastião","São Paulo",3
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE SÃO SEBASTIÃO","Rua do Porto Grande, São Sebastião, SP, BR","","São Paulo",3
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE SÃO SEBASTIÃO","Rua do Porto Grande","","São Paulo",3
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE SÃO SEBASTIÃO","11600-000, São Sebastião, SP, BR","","São Paulo",3
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE SÃO SEBASTIÃO","Rodovia Manoel Hypólito do Rego, Km 131,50 S/N - Pitangueiras, São Sebastião - SP, 11600-000, Brasil","","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE SÃO SEBASTIÃO","Rodovia Manoel Hypólito do Rego","","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE SÃO SEBASTIÃO","Pitangueiras","","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE SÃO SEBASTIÃO","Km 131","","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE SÃO SEBASTIÃO","Cebimar, ao lado do prédio do refeitório","São Sebastião","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE SÃO SEBASTIÃO","Cebimar","São Sebastião","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE SÃO SEBASTIÃO","Árvore no canto direito da praia","São Sebastião","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE SÃO SEBASTIÃO","ao lado do prédio do refeitório","São Sebastião","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE SÃO SEBASTIÃO","Altitude: 10m. Árvore no canto direito da praia","São Sebastião","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE SÃO SEBASTIÃO","Altitude: 10m","São Sebastião","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE SÃO SEBASTIÃO","altitude","São Sebastião","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE SÃO SEBASTIÃO","50 S/N","","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO GUARÁ","Próximo ao Rio Mar Pequeno","Iguape","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO GUARÁ","Avenida Tapari. Próximo ao Rio Mar Pequeno","Iguape","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO GUARÁ","Avenida Tapari","Iguape","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",40
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha Queimada Grande","Itanhaém","São Paulo",34
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","trilha do farol","Itanhaém","São Paulo",6
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha Queimada Grande. trilha do farol. ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",6
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha Queimada Grande. entre a estação meteorológica e a caixa d?água. ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",6
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","entre a estação meteorológica e a caixa d?água","Itanhaém","São Paulo",6
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","na trilha principal","Itanhaém","São Paulo",4
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","início da trilha do farol","Itanhaém","São Paulo",4
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha Queimada Grande. farol. ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",4
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha Queimada Grande. capinzal. ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",4
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha da Queimada Grande, ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",4
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","farol","Itanhaém","São Paulo",4
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","capinzal","Itanhaém","São Paulo",4
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","segunda mata","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","próximo ao farol","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","no local de desembarque na ilha","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Município de Itanhém","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","lha da Queimada Grande, Interior de Mata","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","lha da Queimada Grande","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","lado esquerdo","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Interior de Mata","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","interior da mata","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","início da descida da trilha do farol","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha Queimada Grande. segunda mata. ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha Queimada Grande. próximo ao farol. ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha Queimada Grande. início da trilha do farol. ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha Queimada Grande. início da descida da trilha do farol. ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha Queimada Grande. entre as pedras, no local de desembarque na ilha. ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha Queimada Grande. entrada da trilha para a estação meteorológica e na subida do farol. ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha Queimada Grande. Bela Vista. ARIE das Ilhas Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha de Queimada Grande. 1,32 Km na trilha principal","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha de Queimada Grande","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha da Queimada Pequena","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha da Queimada Grande, na trilha principal","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha da Queimada Grande, Interior de mata","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha da Queimada Grande, interior da mata. na trilha principal","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha da Queimada Grande, Campo aberto","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha da Queimada Grande, ARIE das Ilhas Queimada Pequena e Queimada Grande, início da trilha do farol","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha da Queimada Grande, 370 m na trilha principal","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha da Queimada Grande, 1,32 km da trilha principal","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha da Queimada Grande, 1,29 km na trilha principal, lado esquerdo","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","entre as pedras","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","entrada da trilha para a estação meteorológica e na subida do farol","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Campo aberto","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Brasil, São Paulo, Município de Itanhém, Ilha da Queimada Grande","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Bela Vista","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","370 m na trilha principal","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","32 Km na trilha principal","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","32 km da trilha principal","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","29 km na trilha principal","Itanhaém","São Paulo",2
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Sao Paulo, Itanhaem, Ilha Queimada Grande","São Paulo","São Paulo",1
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Itanhaem","São Paulo","São Paulo",1
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha Queimada Grande","São Paulo","São Paulo",1
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","Ilha da Queimada Grande (Snake Island)","","São Paulo",1
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","ilha da queimada grande","","São Paulo",1
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","ARIE Ilhas da Queimada Pequena e Queimada Grande","Itanhaém","São Paulo",1
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Horto da FEPASA","Pederneiras","São Paulo",250
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Horto da FEPASA / Mondelli","Bauru","São Paulo",127
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Parque Ecologico de Bauru","Bauru","São Paulo",99
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DE SANTA GENEBRA","reserva municipal de santa genebra","Campinas","São Paulo",864
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DE SANTA GENEBRA","fazenda santa genebra","Campinas","São Paulo",857
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DE SANTA GENEBRA","mata de santa genebra","Campinas","São Paulo",374
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DE SANTA GENEBRA","mata santa genebra","Campinas","São Paulo",364
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DE SANTA GENEBRA","Barão Geraldo","Campinas","São Paulo",219
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DE SANTA GENEBRA","Área de Relevante Interesse Ecológico (ARIE) Mata de Santa Genebra","Campinas","São Paulo",144
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DE SANTA GENEBRA","Barão Geraldo, Fazenda Santa Genebra","Campinas","São Paulo",108
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DE SANTA GENEBRA","Barão de Geraldo","Campinas","São Paulo",95
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DE SANTA GENEBRA","Barão de Geraldo, Fazenda Santa Genebra","Campinas","São Paulo",90
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DE SANTA GENEBRA","reserva municipal santa genebra","Campinas","São Paulo",47
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DE SANTA GENEBRA","Faz. Santa Genebra","Campinas","São Paulo",34
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DE SANTA GENEBRA","Distrito de Barão Geraldo","Campinas","São Paulo",33
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","estrada entre a balsa e a praia da ilha comprida","Cananéia","São Paulo",319
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","arredores","Ilha Comprida","São Paulo",113
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","Ilha Comprida. Estrada entre a balsa e a Praia da Ilha Comprida","Cananéia","São Paulo",76
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","south tip of the island of ilha comprida","Cananéia","São Paulo",67
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","along shore of the bay outlet","Cananéia","São Paulo",65
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","Área de mata de restinga com transição para dunas","Cananéia","São Paulo",63
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","Ilha Comprida, Estrada entre a balsa e a Praia da Ilha Comprida","Cananéia","São Paulo",44
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","estrada de acesso a praia","Ilha Comprida","São Paulo",42
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","4 km SSE of city of Cananéia","Cananéia","São Paulo",35
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","Cananeia","","São Paulo",34
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","ilha comprida estrada entre a balsa e a praia da ilha comprida","Cananéia","São Paulo",29
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","Mun","","São Paulo",28
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","Estrada entre Sete Barras e São Miguel Arcanjo","Sete Barras","São Paulo",28
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","""Barra de Cananéia""","Cananéia","São Paulo",26
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","south tip of island of ilha comprida","Cananéia","São Paulo",22
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","Miguel Arcanjo","","São Paulo",20
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA","along shore of the bay channel","Cananéia","São Paulo",20
"ESTAÇÃO ECOLÓGICA BANANAL","estacao ecologica","Bananal","São Paulo",143
"ESTAÇÃO ECOLÓGICA BANANAL","Estrada de terra Sertão do Ariró","Bananal","São Paulo",52
"ESTAÇÃO ECOLÓGICA BANANAL","sentido Rio Claro (RJ)","Bananal","São Paulo",50
"ESTAÇÃO ECOLÓGICA BANANAL","Estrada de terra Sertão do Ariró, sentido Rio Claro (RJ),","Bananal","São Paulo",42
"ESTAÇÃO ECOLÓGICA BANANAL","Trilha da Pedra Vermelha","Bananal","São Paulo",14
"ESTAÇÃO ECOLÓGICA BANANAL","Estrada Sertão do Ariró","Bananal","São Paulo",14
"ESTAÇÃO ECOLÓGICA BANANAL","Serra da Bocaina","Areias","São Paulo",11
"ESTAÇÃO ECOLÓGICA BANANAL","Trilha da Pedra Vermelha. Beira da mata","Bananal","São Paulo",9
"ESTAÇÃO ECOLÓGICA BANANAL","Beira da mata","Bananal","São Paulo",9
"ESTAÇÃO ECOLÓGICA BANANAL","Estrada de terra Sertão do Ariró, sentido Rio Claro (RJ)","Bananal","São Paulo",8
"ESTAÇÃO ECOLÓGICA BANANAL","Águas da Bocaina","Bananal","São Paulo",7
"ESTAÇÃO ECOLÓGICA BANANAL","Trilha da Pedra Vermelha. Beira de trilha","Bananal","São Paulo",5
"ESTAÇÃO ECOLÓGICA BANANAL","Beira de trilha","Bananal","São Paulo",5
"ESTAÇÃO ECOLÓGICA CHAÚAS","Estação Ecológica de Chauás","Iguape","São Paulo",250
"ESTAÇÃO ECOLÓGICA CHAÚAS","Trilha de acesso pelo sítio do Sr","Iguape","São Paulo",171
"ESTAÇÃO ECOLÓGICA CHAÚAS","João Caçador","Iguape","São Paulo",163
"ESTAÇÃO ECOLÓGICA CHAÚAS","estacao ecologica de chauas, no km 78 da rodovia pariquera-iguape","Iguape","São Paulo",92
"ESTAÇÃO ECOLÓGICA CHAÚAS","no km 78 da Rodovia Pariquera-Iguape","Iguape","São Paulo",51
"ESTAÇÃO ECOLÓGICA CHAÚAS","Iguape","Iguape","São Paulo",33
"ESTAÇÃO ECOLÓGICA CHAÚAS","no Km 78 da Robovia Pariquera-Iguape","Iguape","São Paulo",26
"ESTAÇÃO ECOLÓGICA CHAÚAS","Estação Ecológica de Chauás. Trilha de acesso pelo sítio do Sr. João Caçador, no Km 78 da Robovia Pariquera-Iguape","Iguape","São Paulo",24
"ESTAÇÃO ECOLÓGICA CHAÚAS","estacao ecologicachauas","Iguape","São Paulo",23
"ESTAÇÃO ECOLÓGICA CHAÚAS","E.Ecol.Chauás","Iguape","São Paulo",23
"ESTAÇÃO ECOLÓGICA CHAÚAS","Chauás","Iguape","São Paulo",23
"ESTAÇÃO ECOLÓGICA CHAÚAS","estacao ecologica de chauas, no km 78 da rodovia pariquera - iguape","Iguape","São Paulo",19
"ESTAÇÃO ECOLÓGICA CHAÚAS","Restinga mais preservada","Iguape","São Paulo",18
"ESTAÇÃO ECOLÓGICA CHAÚAS","estacao ecologica de chauas, restinga mais preservada","Iguape","São Paulo",18
"ESTAÇÃO ECOLÓGICA CHAÚAS","no trecho com Floresta de Restinga apresentando fortes sinais de perturbação antrópica","Iguape","São Paulo",15
"ESTAÇÃO ECOLÓGICA CHAÚAS","no km 78 da Rodovia Pariquera","Iguape","São Paulo",15
"ESTAÇÃO ECOLÓGICA CHAÚAS","Estação Ecológica dos Chauás","Iguape","São Paulo",11
"ESTAÇÃO ECOLÓGICA CHAÚAS","Estação Ecológica de Chauás, Trilha de acesso pelo sítio do Sr. João Caçador, no Km 78 da Rodovia Pariquera-Iguape","Iguape","São Paulo",11
"ESTAÇÃO ECOLÓGICA CHAÚAS","no Km 78 da Robovia Pariquera_Iguape","Iguape","São Paulo",10
"ESTAÇÃO ECOLÓGICA CHAÚAS","Estação Ecológica de Chauás, Floresta Ombrófila Densa. Restinga mais preservada","Iguape","São Paulo",10
"ESTAÇÃO ECOLÓGICA CHAÚAS","estacao ecologica de chauas, no km 78 da rodovia pariquera-iguape, no trecho com floresta de restinga mais preservada","Iguape","São Paulo",8
"ESTAÇÃO ECOLÓGICA CHAÚAS","&nf","Iguape","São Paulo",7
"ESTAÇÃO ECOLÓGICA CHAÚAS","Trilha de acesso pelo Sítio do Senhor João Caçador","Iguape","São Paulo",6
"ESTAÇÃO ECOLÓGICA CHAÚAS","estacao ecologica dos chauas, no km 78 da rodovia pariquera-iguape","Iguape","São Paulo",6
"ESTAÇÃO ECOLÓGICA CHAÚAS","Estação ecológica de Chuás. Floresta ombrófila Densa. Trilha de acesso pelo Sítio do Senhor João Caçador, no Km 78 da Rodovia Pariquera - Iguape","Iguape","São Paulo",6
"ESTAÇÃO ECOLÓGICA CHAÚAS","estacao ecologica de chuas, no km 78 da rodovia pariquera - iguape","Iguape","São Paulo",6
"ESTAÇÃO ECOLÓGICA CHAÚAS","Estação ecológica de Chuás","Iguape","São Paulo",6
"ESTAÇÃO ECOLÓGICA CHAÚAS","Estação Ecológica de Chauás. Trilha de acesso pelo sítio do Sr. João Caçador, no km 78 da Rodovia Pariquera-Iguape","Iguape","São Paulo",6
"ESTAÇÃO ECOLÓGICA CHAÚAS","Estação Ecológica de Chauás, Floresta Ombrófila Densa. Restinga mais preservada. Área alagada","Iguape","São Paulo",6
"ESTAÇÃO ECOLÓGICA CHAÚAS","Área alagada","Iguape","São Paulo",6
"ESTAÇÃO ECOLÓGICA CHAÚAS","Trilha de acesso pelo sítio Sr","Iguape","São Paulo",4
"ESTAÇÃO ECOLÓGICA CHAÚAS","Trilha de acesso pelo sítio do Sr. João Caçador","Iguape","São Paulo",4
"ESTAÇÃO ECOLÓGICA CHAÚAS","Pariquera-Iguape","Iguape","São Paulo",4
"ESTAÇÃO ECOLÓGICA CHAÚAS","no trecho com floresta de Restinga mais preservada","Iguape","São Paulo",4
"ESTAÇÃO ECOLÓGICA CHAÚAS","no km78 da Rodovia Pariquera-Iguape","Iguape","São Paulo",4
"ESTAÇÃO ECOLÓGICA CHAÚAS","no Km 78 da Rodovida Pariquera-Iguape","Iguape","São Paulo",4
"ESTAÇÃO ECOLÓGICA CHAÚAS","no km 78 da Rodovia Pariquera-Iguape","","São Paulo",4
"ESTAÇÃO ECOLÓGICA CHAÚAS","Floresta apresentando fortes sinais de pertubação antrópica","Iguape","São Paulo",4
"ESTAÇÃO ECOLÓGICA CHAÚAS","Estação Ecológica de Chauás. Floresta Ombrófila Densa. Trilha de acesso pelo sítio do Sr. João Caçador, no Km 78 da Robovia Pariquera_Iguape","Iguape","São Paulo",4
"ESTAÇÃO ECOLÓGICA CHAÚAS","Estação Ecológica de Chauás, Trilha de acesso pelo sítio Sr. João Caçador, no Km 78 da Rodovida Pariquera-Iguape, Floresta Ombrófila Densa. Floresta apresentando fortes sinais de pertubação antrópica","Iguape","São Paulo",4
"ESTAÇÃO ECOLÓGICA CHAÚAS","Estação Ecológica de Chauás, Trilha de acesso pelo sítio do Sr. João Caçador, no km 78 da Rodovia Pariquera - Iguape","Iguape","São Paulo",4
"ESTAÇÃO ECOLÓGICA CHAÚAS","Estação Ecológica de Chauás, Trilha de acesso pelo sítio do Sr. João Caçador, no Km 78 da Robovia Pariquera_Iguape","Iguape","São Paulo",4
"ESTAÇÃO ECOLÓGICA CHAÚAS","estacao ecologica de chauas, no km78 da rodovia pariquera-iguape","Iguape","São Paulo",4
"ESTAÇÃO ECOLÓGICA CHAÚAS","estacao ecologica de chauas, no km 78 da rodovia pariquera-iguape","","São Paulo",4
"ESTAÇÃO ECOLÓGICA CHAÚAS","Estação Ecológica de Chauás, Floresta Ombrófila Densa. Trilha de acesso pelo sítio do Sr. João caçador, no km 78 da Rodovia Pariquera-Iguape, no trecho com Floresta de Restinga apresentando fortes sinais de perturbação antrópica","Iguape","São Paulo",4
