"","UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"138","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Piperaceae","Peperomia","glabella","(Sw.) A.Dietr.","PIPERACEAE Peperomia glabella (Sw.) A.Dietr.","199051","GBIF",,,"2987","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba (PNMNP), trilha da Água Fria, na parcela permanente 2GL sobre estudo de Marcos Enoque Lima.","Não"
"139","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Piperaceae","Peperomia","urocarpa","Fisch. & C.A.Mey.","PIPERACEAE Peperomia urocarpa Fisch. & C.A.Mey.","199050","GBIF",,,"2986","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba (PNMNP), trilha da Água Fria, a 5 m do córrego.","Não"
"140","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Peraceae","Pera","glabrata","(Schott) Baill.","PERACEAE Pera glabrata (Schott) Baill.","514865","GBIF",,,"2063","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da comunidade","Não"
"143","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Piperaceae","Piper","setebarraense","E.F.Guim. & L.H.P.Costa","PIPERACEAE Piper setebarraense E.F.Guim. & L.H.P.Costa","199095","GBIF",,,"3032","Native","Latão","Paranapiacaba, parcela I4 do Marcos Enoque, Parque Natural Municipal Nascentes de Paranapiacaba.","Não"
"144","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Fabaceae","Piptadenia","paniculata","Benth.","FABACEAE Piptadenia paniculata Benth.","514869","GBIF",,,"1970","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"145","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Asteraceae","Piptocarpha","axillaris","(Less.) Baker","ASTERACEAE Piptocarpha axillaris (Less.) Baker","514840","GBIF",,,"2250","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"146","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Asteraceae","Piptocarpha","notata","(Less.) Baker","ASTERACEAE Piptocarpha notata (Less.) Baker","442419","GBIF",,,"275","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, Olho D'Água. Parcela 49","Não"
"149","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Melastomataceae","Pleroma","raddianum","(DC.) Gardner","MELASTOMATACEAE Pleroma raddianum (DC.) Gardner","514912","GBIF",,,"2099","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"150","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Melastomataceae","Pleroma","sellowianum","(Cham.) P.J.F.Guim. & Michelang.","MELASTOMATACEAE Pleroma sellowianum (Cham.) P.J.F.Guim. & Michelang.","514911","GBIF",,,"2017","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"151","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Euphorbiaceae","Plukenetia","serrata","(Vell.) L.J.Gillespie","EUPHORBIACEAE Plukenetia serrata (Vell.) L.J.Gillespie","442479","GBIF",,,"291","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Água Fria, parcela 28","Não"
"152","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Polygonaceae","Polygonum","persicaria","L.","POLYGONACEAE Polygonum persicaria L.","442418","GBIF",,,"315","Naturalized","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, Água Fria","Não"
"154","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Burseraceae","Protium","heptaphyllum","(Aubl.) Marchand","BURSERACEAE Protium heptaphyllum (Aubl.) Marchand","514854","GBIF",,,"1863","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"155","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Rosaceae","Prunus","myrtifolia","(L.) Urb.","ROSACEAE Prunus myrtifolia (L.) Urb.","514873","GBIF",,,"2155","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da comunidade","Não"
"166","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Malvaceae","Quararibea","turbinata","(Sw.) Poir.","MALVACEAE Quararibea turbinata (Sw.) Poir.","514925","GBIF",,,"1600","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"168","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Rubiaceae","Rudgea","gardenioides","(Cham.) Müll.Arg.","RUBIACEAE Rudgea gardenioides (Cham.) Müll.Arg.","497739","GBIF",,,"1268","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"171","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Celastraceae","Salacia","grandifolia","(Mart.) G.Don","CELASTRACEAE Salacia grandifolia (Mart.) G.Don","514857","GBIF",,,"1672","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da comunidade","Não"
"172","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Euphorbiaceae","Sapium","glandulosum","(L.) Morong","EUPHORBIACEAE Sapium glandulosum (L.) Morong","514866","GBIF",,,"2219","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da comunidade","Não"
"173","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Schoepfiaceae","Schoepfia","brasiliensis","A.DC.","SCHOEPFIACEAE Schoepfia brasiliensis A.DC.","514882","GBIF",,,"1748","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, Trilha da Comunidade","Não"
"174","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Phytolaccaceae","Seguieria","americana","L.","PHYTOLACCACEAE Seguieria americana L.","442426","GBIF",,,"312","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, Olho d'Água. SPw 2476","Não"
"175","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Celastraceae","Semialarium","paniculatum","(Mart.) N.Hallé","CELASTRACEAE Semialarium paniculatum (Mart.) N.Hallé","442474","GBIF",,,"286","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, Água Fria","Não"
"176","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Fabaceae","Senna","multijuga","(Gardner) H.S.Irwin & Barneby","FABACEAE Senna multijuga subsp. lindleyana (Gardner) H.S.Irwin & Barneby","514871","GBIF",,,"1790","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"177","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Elaeocarpaceae","Sloanea","hirsuta","(Schott) Planch. ex Benth.","ELAEOCARPACEAE Sloanea hirsuta (Schott) Planch. ex Benth.","514861","GBIF",,,"1451","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da comunidade","Não"
"178","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Smilacaceae","Smilax","campestris","Griseb.","SMILACACEAE Smilax campestris Griseb.","442455","GBIF",,,"324","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Água Fria","Não"
"179","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Smilacaceae","Smilax","fluminensis","Steud.","SMILACACEAE Smilax fluminensis Steud.","442420","GBIF",,,"325","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, Olho d'Água","Não"
"180","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Smilacaceae","Smilax","spicata","Vell.","SMILACACEAE Smilax spicata Vell.","442434","GBIF",,,"326","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Água Fria","Não"
"185","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Loganiaceae","Strychnos","brasiliensis","(Spreng.) Mart.","LOGANIACEAE Strychnos brasiliensis (Spreng.) Mart.","442446","GBIF",,,"300","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, Água Fria","Não"
"186","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Fabaceae","Tachigali","denudata","(Vogel) Oliveira-Filho","FABACEAE Tachigali denudata (Vogel) Oliveira-Filho","514870","GBIF",,,"1511","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"187","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Urticaceae","Urera","baccifera","(L.) Gaudich. ex Wedd.","URTICACEAE Urera baccifera (L.) Gaudich. ex Wedd.","226003348","GBIF",,,,"Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba, Santo André, SP, BR","Não"
"189","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Ferns and Lycophytes","Hymenophyllaceae","Vandenboschia","radicans","(Sw.) Copel.","HYMENOPHYLLACEAE Vandenboschia radicans (Sw.) Copel.","199099","GBIF",,,"3036","Native","Latão","Paranapiacaba, parcela H3 do Marcos Enoque, árvore 1885, Parque Natural Municipal Nascentes de Paranapiacaba.","Não"
"191","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Asteraceae","Vernonanthura","divaricata","(Spreng.) H.Rob.","ASTERACEAE Vernonanthura divaricata (Spreng.) H.Rob.","514839","GBIF",,,"1870","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"192","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Asteraceae","Vernonanthura","puberula","(Less.) H.Rob.","ASTERACEAE Vernonanthura puberula (Less.) H.Rob.","514838","GBIF",,,"2255","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
"193","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Bromeliaceae","Vriesea","schwackeana","Mez","BROMELIACEAE Vriesea schwackeana Mez","498089","GBIF",,,"s.n.","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Estrada do Taquarussu x estrada do tanque do Gustavo","Não"
"194","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Angiosperms","Fabaceae","Zollernia","ilicifolia","(Brongn.) Vogel","FABACEAE Zollernia ilicifolia (Brongn.) Vogel","514872","GBIF",,,"2265","Native","Latão","Parque Natural Municipal Nascentes de Paranapiacaba. Trilha da Comunidade","Não"
