"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","identifiedBy","coordinatePrecision","barcode","yearIdentified","recordNumber","occurrenceRemarks","monthIdentified","continentocean","class","order","preparationtype","individualcount","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","fieldNumber","typeStatus","previouscatalognumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif","ICN","207458","Lejeunea puiggariana Steph.","Plantae","Lejeuneaceae","Lejeunea","2004","2","18","Brasil","Sp",,"Parque Estadual da Ilha Anchieta (PEIA)","UFRGS","Marchantiophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/259","puiggariana","Peralta, DF; Yano, O; Prado, J","-45.041667","-23.260278","2023-05-24 13:31:18","Steph.","Peralta, DF",,,,"2184",,,,"Jungermanniopsida","Porellales",,,,,,,,,,"GBIF","Ubatuba",,"Lejeunea puiggariana Steph.",,"BR",,,"2004-02-18",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","4950923679",,,,"https://specieslink.net/guid/259/207458",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lejeunea",,,,,,"2273e40d-26c2-4959-aea2-b6abcce16d09",,,TRUE,FALSE,"Lejeunea puiggariana","Lejeunea puiggariana","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Lejeunea puiggariana","Steph.","name_w_authors",,"Lejeunea puiggariana","Steph.","species","not found",,,,"Lejeunea puiggariana Steph.","Lejeunea","Araceae","unknown","Lejeunea puiggariana"
"speciesLink","SPSF","19092","Lepidaploa canescens","Plantae","Asteraceae","Lepidaploa","1995","06","27","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Magnoliophyta","PreservedSpecimen",,,"13","canescens","M.J.Robim","-45.07","-23.43","2024-08-06T09:13:13","(Kunth) (H.Rob.)","B.Puglia","34265","SPSF00019092","2018","834","<nO>COLETA: Arbusto escandente. Flores na cor lilás.; GEOGRAFIA: Trilha da Praia das Palmas.;</nO>","08","América do Sul","Magnoliopsida","Asterales",,,"15",,,,,,,"SPLINK","Ubatuba","2018-08-15",,,,,,,,,,,,,,,,,,"SPSF",,"Robim, M.J.","834","1995","Puglia, B.","2018",,"Robim",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Lepidaploa canescens","(Kunth) H.Rob.","possibly_ok","Asteraceae","Lepidaploa canescens","(Kunth) H.Rob.","species","author misspelled","bfo-109715",,,"Lepidaploa canescens (Kunth) H.Rob.","Lepidaploa","Asteraceae","low","Lepidaploa canescens"
"user","HUFU","HUFU00046823","Lepidaploa eriolepis (Gardner) H.Rob.",,"Asteraceae","Lepidaploa","1995","06","27","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta; Trilha da Praia das Palmas.","HUFU",,,,,,,"Robim, M.J.","0","0",,"(Gardner) H.Rob.","Nakajima, JN",,,,"834",,,,,,,,,,,,,"não",,"REFLORA","Ubatuba","--/03/2016",,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"eriolepis","ASTERACEAE Lepidaploa eriolepis (Gardner) H.Rob.",,,,,,,,,,,"HUFU",,,,"Robim, MJ","27/06/1995",,,"METRO",,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Lepidaploa eriolepis","(Gardner) H.Rob.","name_w_authors","Asteraceae","Lepidaploa eriolepis","(Gardner) H.Rob.","species","name accepted","bfo-27138",,,"Lepidaploa eriolepis (Gardner) H.Rob.","Lepidaploa","Asteraceae","high","Lepidaploa eriolepis"
"gbif","ICN","207411","Leptolejeunea exocellata (Spruce) A.Evans","Plantae","Lejeuneaceae","Leptolejeunea","2003","11","22","Brasil","Sp",,"Parque Estadual da Ilha Anchieta (PEIA)","UFRGS","Marchantiophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/259","exocellata","Peralta, DF; Barata, D; Biesemeyer, KF","-45.041667","-23.260278","2023-05-24 13:31:18","(Spruce) A. Evans","Peralta, DF",,,,"1592",,,,"Jungermanniopsida","Porellales",,,,,,,,,,"GBIF","Ubatuba",,"Leptolejeunea exocellata (Spruce) A.Evans",,"BR",,,"2003-11-22",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","4950930998",,,,"https://specieslink.net/guid/259/207411",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leptolejeunea",,,,,,"2273e40d-26c2-4959-aea2-b6abcce16d09",,,TRUE,FALSE,"Leptolejeunea exocellata","Leptolejeunea exocellata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Leptolejeunea exocellata","(Spruce) A.Evans","name_w_authors",,"Leptolejeunea exocellata","(Spruce) A.Evans","species","not found",,,,"Leptolejeunea exocellata (Spruce) A.Evans","Leptolejeunea","Chrysobalanaceae","unknown","Leptolejeunea exocellata"
"gbif","ICN","207409","Leucobryum crispum Müll.Hal.","Plantae","Leucobryaceae","Leucobryum","2004","2","17","Brasil","Sp",,"Parque Estadual da Ilha Anchieta (PEIA)","UFRGS","Bryophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/259","crispum","Peralta, DF; Yano, O; Prado, J","-45.041667","-23.260278","2023-05-24 13:29:47","Müll. Hal.","Peralta, DF",,,,"2077",,,,"Bryopsida","Dicranales",,,,,,,,,,"GBIF","Ubatuba",,"Leucobryum crispum Müll.Hal.",,"BR",,,"2004-02-17",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","4950920992",,,,"https://specieslink.net/guid/259/207409",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leucobryum",,,,,,"2273e40d-26c2-4959-aea2-b6abcce16d09",,,TRUE,FALSE,"Leucobryum crispum","Leucobryum crispum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Leucobryum crispum","Müll.Hal.","name_w_authors",,"Leucobryum crispum","Müll.Hal.","species","not found",,,,"Leucobryum crispum Müll.Hal.","Leucobryum","Polypodiaceae","unknown","Leucobryum crispum"
"gbif","ICN","207423","Leucolejeunea xanthocarpa (Lehm. & Lindenb.) A.Evans","Plantae","Lejeuneaceae","Cheilolejeunea","2001","1","24","Brasil","Sp",,"Parque Estadual da Ilha Anchieta (PEIA)","UFRGS","Marchantiophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/259","xanthocarpa","Peralta, DF; Athayde Filho, FP","-45.041667","-23.260278","2023-05-24 13:31:18","(Lehm. & Lindb.) A. Evans","Peralta, DF",,,,"1172",,,,"Jungermanniopsida","Porellales",,,,,,,,,,"GBIF","Ubatuba",,"Cheilolejeunea xanthocarpa (Lehm. & Lindenb.) Malombe",,"BR",,,"2001-01-24",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","4950920995",,,,"https://specieslink.net/guid/259/207423",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leucolejeunea",,,,,,"2273e40d-26c2-4959-aea2-b6abcce16d09",,,TRUE,FALSE,"Cheilolejeunea xanthocarpa","Leucolejeunea xanthocarpa","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Leucolejeunea xanthocarpa","(Lehm. & Lindenb.) A.Evans","name_w_authors",,"Leucolejeunea xanthocarpa","(Lehm. & Lindenb.) A.Evans","species","not found",,,,"Leucolejeunea xanthocarpa (Lehm. & Lindenb.) A.Evans","Leucolejeunea","Celastraceae","unknown","Leucolejeunea xanthocarpa"
"speciesLink","SPSF","28487","Lindsaea lancea","Plantae","Lindsaeaceae","Lindsaea","1999","05","23","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Pteridophyta","PreservedSpecimen",,,"13","lancea","E.C.Smidt","-45.07","-23.43","2024-08-06T09:17:23",,,"34265","SPSF00028487",,"56","<nO>COLETA: XLS: SPSFAntigo;</nO>",,"América do Sul","Polypodiopsida","Polypodiales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Smidt, E.C.","56","1999","s.n.","n.d.",,"Smidt",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Lindsaea lancea","(L.) Bedd.","possibly_ok","Lindsaeaceae","Lindsaea lancea","(L.) Bedd.","species","name accepted","bfo-91303",,,"Lindsaea lancea (L.) Bedd.","Lindsaea","Lindsaeaceae","unknown","Lindsaea lancea"
"speciesLink","SPSF","28526","Lindsaea stricta","Plantae","Lindsaeaceae","Lindsaea","2000","06","07","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Pteridophyta","PreservedSpecimen",,,"13","stricta","F.P.F.Athayde","-45.07","-23.43","2024-08-06T09:17:23",,,"34265","SPSF00028526",,"645","<nO>COLETA: XLS: SPSFAntigo;</nO>",,"América do Sul","Polypodiopsida","Polypodiales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Athayde, F.P.F.","645","2000","s.n.","n.d.",,"Athayde",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Lindsaea stricta","(Sw.) Dryand.","possibly_ok","Lindsaeaceae","Lindsaea stricta","(Sw.) Dryand.","species","name accepted","bfo-91327",,,"Lindsaea stricta (Sw.) Dryand.","Lindsaea","Lindsaeaceae","unknown","Lindsaea stricta"
"user","HUEFS","HUEFS054087","linefolia",,"Lycopodiaceae","huperzia","2001","01","24","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta (PEIA).","HUEFS",,,"450º 19' 59"""" S","235º 9' 58"""" W",,,"Athayde, F.P.F.","-235.166111111111","-450.333055555556",,,"F.P.F.Athayde",,,,"904",,,,,,,,,,,,,"não",,"REFLORA","Ubatuba","--/02/1",,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"linefolia","LYCOPODIACEAE ",,,,,,,,,,,"HUEFS",,,,,"24/01/2001",,,"METRO",,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Linefolia",,"name_w_wrong_case|indet",,"Linefolia",,"family","not found",,,,"Linefolia",,"Lycopodiaceae","high",
"gbif","PACA-AGP","88581","Lomagramma guianensis (Aubl.) Ching","Plantae","Dryopteridaceae","Mickelia","2001","1","23","Brasil","Sp",,"Parque Estadual da Ilha Anchieta (PEIA).","IAP","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/468","guianensis","F. P. F. Athayde","-45.065","-23.539389","2021-11-29 10:24:25","(Aubl.) Ching","Paulo Gunter Windich",,,,"907",,,,"Polypodiopsida","Polypodiales",,,,,,,,,,"GBIF","Ubatuba","2001-04-19","Mickelia guianensis (Aubl.) R.C.Moran, Labiak & Sundue",,"BR",,,"2001-01-23",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","1802941948",,,,"https://specieslink.net/guid/468/88581",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lomagramma",,,,,,"fe8c1017-5941-4703-8f81-5023028a32ab",,,TRUE,FALSE,"Mickelia guianensis","Lomagramma guianensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Lomagramma guianensis","(Aubl.) Ching","name_w_authors",,"Lomagramma guianensis","(Aubl.) Ching","species","not found",,,,"Lomagramma guianensis (Aubl.) Ching","Lomagramma","Dryopteridaceae","unknown","Lomagramma guianensis"
"gbif","UEC","78567","Lomariopsis Fée","Plantae","Lomariopsidaceae","Lomariopsis","1993","5","8","Brazil","São Paulo",,"Parque Estadual Ilha Anchieta, Trilha da praia do Leste.","UNICAMP","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/2",,"Salino, A",,,"2024-11-25 11:37:23",,,,,,"1725",,,,"Polypodiopsida","Polypodiales",,,,,,,,,,"GBIF","Ubatuba",,"Lomariopsis Fée",,"BR",,,"1993-05-08",,,,,,"ACCEPTED","GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","1089036675",,,,"https://specieslink.net/guid/2/78567",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lomariopsis",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,FALSE,FALSE,,"Lomariopsis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA",,"https://images.cria.org.br/viewer/UEC052232",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Lomariopsis","Fée","name_w_authors","Lomariopsidaceae","Lomariopsis","Fée","genus","name accepted","bfo-91344",,,"Lomariopsis Fée","Lomariopsis","Lomariopsidaceae","unknown",
"gbif","ICN","207443","Lophocolea bidentata (L.) Dumort.","Plantae","Lophocoleaceae","Lophocolea","2000","6","8","Brasil","Sp",,"Parque Estadual da Ilha Anchieta (PEIA)","UFRGS","Marchantiophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/259","bidentata","Peralta, DF; Athayde Filho, FP; Smidt, EC","-45.041667","-23.260278","2023-05-24 13:31:18","(L.) Dumort.","Peralta, DF",,,,"1063",,,,"Jungermanniopsida","Jungermanniales",,,,,,,,,,"GBIF","Ubatuba",,"Lophocolea bidentata (L.) Dumort.",,"BR",,,"2000-06-08",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","4950923675",,,,"https://specieslink.net/guid/259/207443",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lophocolea",,,,,,"2273e40d-26c2-4959-aea2-b6abcce16d09",,,TRUE,FALSE,"Lophocolea bidentata","Lophocolea bidentata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Lophocolea bidentata","(L.) Dumort.","name_w_authors",,"Lophocolea bidentata","(L.) Dumort.","species","not found",,,,"Lophocolea bidentata (L.) Dumort.","Lophocolea","Thymelaeaceae","unknown","Lophocolea bidentata"
"speciesLink","SPSF","32718","Ludwigia leptocarpa","Plantae","Onagraceae","Ludwigia","2001","04","22","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Magnoliophyta","PreservedSpecimen",,,"13","leptocarpa","R.M.R.Duarte","-45.07","-23.43","2024-08-06T09:16:08",,,"34265","SPSF00032718",,,"<nO>COLETA: XLS: SPSFAntigo;</nO>",,"América do Sul","Magnoliopsida","Myrtales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Duarte, R.M.R.","s.n.","2001","s.n.","n.d.",,"Duarte",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Ludwigia leptocarpa","(Nutt.) H.Hara","possibly_ok","Onagraceae","Ludwigia leptocarpa","(Nutt.) H.Hara","species","name accepted","bfo-4057",,,"Ludwigia leptocarpa (Nutt.) H.Hara","Ludwigia","Onagraceae","unknown","Ludwigia leptocarpa"
"speciesLink","SPSF","28439","Lygodium volubile","Plantae","Lygodiaceae","Lygodium","2000","02","07","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Pteridophyta","PreservedSpecimen",,,"13","volubile","V.S.Pereira & F.P.F.Athayde","-45.07","-23.43","2024-08-06T09:17:23","Sw.",,"34265","SPSF00028439",,"28","<nO>COLETA: XLS: SPSFAntigo;</nO>",,"América do Sul","Polypodiopsida","Polypodiales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Pereira, V.S.","28","2000","s.n.","n.d.","Athayde, F.P.F.","Pereira",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Lygodium volubile","Sw.","possibly_ok","Lygodiaceae","Lygodium volubile","Sw.","species","name accepted","bfo-91482",,,"Lygodium volubile Sw.","Lygodium","Lygodiaceae","unknown","Lygodium volubile"
"speciesLink","SPSF","46773","Machaerium nyctitans","Plantae","Fabaceae","Machaerium","2008","07","28","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Magnoliophyta","PreservedSpecimen",,,"13","nyctitans","V.B.Zipparro & B.G.Luize","-45.058333","-23.541667","2024-08-06T09:13:55","(Vell.) Benth.","V.B.Ziparro",,"SPSF00046773","2008","2481","<nO>COLETA: Árvore com ca. De 12 m de altura, indivíduo nº 166F na Fitossociologia. Frutos secos marrons coletados no chão, indivíduo com poucos espinhos.; GEOGRAFIA: Trilha do Sul, Floresta ombrófila aberta.;</nO>","10","América do Sul","Magnoliopsida","Fabales",,,"30",,,,,,,"SPLINK","Ubatuba","2008-10-30",,,,,,,,,,,,,,,,,,"SPSF",,"Zipparro, V.B.","2481","2008","Ziparro, V.B.","2008","Luize, B.G.","Zipparro",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Machaerium nyctitans","(Vell.) Benth.","possibly_ok","Fabaceae","Machaerium nyctitans","(Vell.) Benth.","species","name accepted","bfo-29774",,,"Machaerium nyctitans (Vell.) Benth.","Machaerium","Fabaceae","low","Machaerium nyctitans"
"gbif","ICN","207418","Macromitrium richardii Schwägr.","Plantae","Orthotrichaceae","Macromitrium","2004","2","16","Brasil","Sp",,"Parque Estadual da Ilha Anchieta (PEIA)","UFRGS","Bryophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/259","richardii","Peralta, DF; Yano, O; Prado, J","-45.041667","-23.260278","2023-05-24 13:29:47","Schwägr.","Peralta, DF",,,,"2048",,,,"Bryopsida","Orthotrichales",,,,,,,,,,"GBIF","Ubatuba",,"Macromitrium viticulosum (Raddi) Brid.",,"BR",,,"2004-02-16",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","4950923669",,,,"https://specieslink.net/guid/259/207418",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macromitrium",,,,,,"2273e40d-26c2-4959-aea2-b6abcce16d09",,,TRUE,FALSE,"Macromitrium viticulosum","Macromitrium richardii","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Macromitrium richardii","Schwägr.","name_w_authors",,"Macromitrium richardii","Schwägr.","species","not found",,,,"Macromitrium richardii Schwägr.","Macromitrium","Fabaceae","unknown","Macromitrium richardii"
"speciesLink","SPSF","28425","Macrothelypteris torresiana","Plantae","Thelypteridaceae","Macrothelypteris","1999","01","19","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Pteridophyta","PreservedSpecimen",,,"13","torresiana","V.S.Pereira","-45.07","-23.43","2024-08-06T09:17:25","(Gaudich.) Ching.",,"34265","SPSF00028425",,"15","<nO>COLETA: XLS: SPSFAntigo;</nO>",,"América do Sul","Polypodiopsida","Polypodiales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Pereira, V.S.","15","1999","s.n.","n.d.",,"Pereira",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Macrothelypteris torresiana","(Gaudich.) Ching","possibly_ok","Thelypteridaceae","Macrothelypteris torresiana","(Gaudich.) Ching","species","author misspelled","bfo-92153",,,"Macrothelypteris torresiana (Gaudich.) Ching","Macrothelypteris","Thelypteridaceae","unknown","Macrothelypteris torresiana"
